Player,Age,G,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc
Kobe Bryant,31.0,7,7.0,288,0.528,0.451,4.6,18.5,11.3,22.0,2.9,1.5,12.5,35.6,108.0,99.0,18.7
Pau Gasol,29.0,7,7.0,293,0.556,0.478,13.6,19.5,16.5,17.2,1.0,4.8,10.0,21.0,122.0,101.0,18.6
Metta World Peace,30.0,7,7.0,251,0.458,0.438,5.8,9.2,7.6,6.3,2.2,1.3,12.0,17.1,96.0,104.0,6.2
Derek Fisher,35.0,7,7.0,214,0.522,0.44,1.6,10.4,6.0,11.8,1.6,0.0,13.5,14.9,106.0,107.0,5.3
Lamar Odom,30.0,7,0.0,192,0.511,0.5,5.8,23.1,14.3,8.9,1.2,1.7,16.2,15.3,99.0,100.0,5.6
Andrew Bynum,22.0,7,7.0,175,0.512,0.452,10.3,13.7,12.3,0.0,0.3,3.8,10.6,15.4,108.0,106.0,5.6
Shannon Brown,24.0,7,0.0,84,0.492,0.45,0.0,7.8,4.1,6.0,0.0,0.8,0.0,12.2,112.0,107.0,1.9
Jordan Farmar,23.0,7,0.0,88,0.364,0.357,1.6,10.0,5.7,12.6,5.1,0.0,21.7,19.8,68.0,97.0,1.4
Sasha Vujačić,25.0,7,0.0,52,0.563,0.5,7.9,10.4,8.2,16.1,2.2,0.0,5.1,17.5,129.0,103.0,2.5
Luke Walton,29.0,4,0.0,31,0.333,0.333,0.0,7.7,3.9,14.2,0.0,5.2,40.0,7.7,61.0,102.0,0.3
D.J. Mbenga,29.0,1,0.0,3,0.0,0.0,0.0,34.9,19.5,0.0,0.0,0.0,0.0,17.7,0.0,76.0,-0.8
Josh Powell,27.0,2,0.0,8,0.0,0.0,0.0,11.4,6.4,0.0,0.0,0.0,0.0,11.6,0.0,88.0,-0.6
Team Totals,28.5,7,,1680,0.51,0.45,32.2,74.3,52.8,45.7,8.5,10.1,12.3,,106.1,102.1,
