Player,Age,G,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc
Kevin Durant,29.0,4,4.0,165,0.654,0.586,1.5,24.5,14.8,28.8,1.0,4.4,9.3,28.3,129.0,104.0,26.9
Stephen Curry,29.0,4,4.0,162,0.56,0.522,2.5,12.8,8.4,25.5,2.0,1.5,10.1,32.3,111.0,109.0,20.1
Klay Thompson,27.0,4,4.0,148,0.613,0.6,0.0,9.9,5.7,3.6,0.7,0.5,8.7,18.6,108.0,114.0,9.6
Draymond Green,27.0,4,4.0,165,0.593,0.569,3.4,11.9,8.3,26.4,2.6,2.9,13.8,10.6,135.0,107.0,13.7
JaVale McGee,30.0,4,3.0,55,0.783,0.8,9.6,8.9,9.2,0.0,0.0,7.3,4.7,18.6,144.0,110.0,7.1
Shaun Livingston,32.0,4,0.0,65,0.895,0.867,2.2,14.8,9.6,14.3,0.8,0.0,5.6,13.2,174.0,111.0,7.5
Jordan Bell,23.0,4,0.0,54,0.691,0.714,9.5,16.7,13.6,10.2,1.0,2.9,0.0,14.8,151.0,107.0,6.3
Andre Iguodala,34.0,2,0.0,45,0.738,0.708,2.9,6.8,5.0,3.0,3.6,3.6,7.2,14.9,138.0,103.0,8.4
Kevon Looney,21.0,4,1.0,39,0.571,0.714,14.1,5.1,8.9,2.6,1.4,0.0,0.0,11.0,132.0,118.0,2.3
Zaza Pachulia,33.0,2,0.0,6,0.709,0.333,23.3,30.5,27.3,0.0,0.0,12.2,15.1,50.0,137.0,93.0,3.7
David West,37.0,4,0.0,28,0.7,0.7,9.8,10.7,10.4,19.1,0.0,8.2,37.5,13.9,105.0,109.0,1.8
Nick Young,32.0,4,0.0,38,0.192,0.192,0.0,5.0,2.9,0.0,0.0,0.0,0.0,16.3,40.0,117.0,-1.0
Quinn Cook,24.0,2,0.0,4,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,69.0,121.0,0.2
Patrick McCaw,22.0,4,0.0,11,1.136,,12.0,0.0,5.1,0.0,5.0,0.0,0.0,4.1,247.0,110.0,0.9
Team Totals,28.5,4,,985,0.623,0.588,18.5,66.5,46.2,63.8,7.0,13.0,9.0,,124.6,108.5,
