Player,Age,G,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc
Stephen Curry,26.0,6,6.0,255,0.585,0.545,2.2,11.3,6.7,28.5,2.3,0.3,17.3,29.5,104.0,102.0,17.9
Andre Iguodala,31.0,6,3.0,222,0.588,0.62,2.9,14.1,8.6,18.9,1.9,0.8,6.7,18.7,117.0,100.0,13.6
Klay Thompson,24.0,6,6.0,227,0.509,0.477,0.9,11.7,6.2,8.3,0.7,2.2,5.1,20.2,105.0,103.0,9.5
Draymond Green,24.0,6,6.0,222,0.5,0.421,3.7,20.3,12.2,21.9,3.1,2.7,14.3,19.1,105.0,94.0,12.1
Harrison Barnes,22.0,6,6.0,198,0.482,0.451,10.4,8.8,9.8,3.8,1.3,1.3,6.8,13.9,107.0,103.0,6.9
Leandro Barbosa,32.0,6,0.0,64,0.558,0.519,3.2,13.9,8.6,7.5,2.4,1.4,12.6,22.9,96.0,100.0,3.4
Shaun Livingston,29.0,6,0.0,120,0.526,0.48,4.3,13.1,9.4,16.9,0.9,1.4,17.4,13.4,107.0,102.0,4.5
Festus Ezeli,25.0,5,0.0,50,0.554,0.467,13.9,24.0,18.5,6.2,0.0,5.2,16.8,21.7,108.0,102.0,3.4
David Lee,31.0,4,0.0,39,0.554,0.533,4.5,21.6,13.7,29.3,1.4,0.0,4.8,25.2,117.0,97.0,4.4
Andrew Bogut,30.0,4,3.0,74,0.465,0.444,7.6,29.8,17.7,12.3,0.7,5.8,27.1,9.5,96.0,95.0,3.5
Marreese Speights,27.0,3,0.0,16,0.324,0.308,23.3,12.3,17.3,23.6,3.3,0.0,6.7,45.4,74.0,97.0,1.1
Justin Holiday,25.0,1,0.0,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,105.0,0.0
James Michael McAdoo,22.0,1,0.0,1,,,0.0,74.1,43.0,0.0,0.0,0.0,,0.0,,61.0,0.3
Team Totals,26.5,6,,1490,0.536,0.503,23.1,72.9,48.2,63.6,8.5,8.7,11.9,,107.3,99.6,
