Year,Series,Game,Date,BoxScore,Team,Won,Player,MP,FG,FGA,FG%,3P,3PA,FT,FTA,PTS,eFG%
1976,1976_nba_finals_suns_vs_celtics,1,1976-05-23,197605230BOS,BOS,True,Steve Kuberski,17:00,2.0,6.0,.333,0.0,,0.0,0.0,4.0,0.333
1976,1976_nba_finals_suns_vs_celtics,1,1976-05-23,197605230BOS,BOS,True,Kevin Stacom,12:00,2.0,2.0,1.000,0.0,,1.0,1.0,5.0,1.0
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Paul Westphal,37:00,10.0,20.0,.500,0.0,,8.0,15.0,28.0,0.5
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Alvan Adams,36:00,8.0,19.0,.421,0.0,,3.0,5.0,19.0,0.421
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Gar Heard,32:00,4.0,12.0,.333,0.0,,2.0,2.0,10.0,0.333
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Ricky Sobers,28:00,3.0,9.0,.333,0.0,,2.0,2.0,8.0,0.333
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Curtis Perry,24:00,7.0,12.0,.583,0.0,,1.0,2.0,15.0,0.583
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Keith Erickson,29:00,2.0,8.0,.250,0.0,,0.0,0.0,4.0,0.25
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Dick Van Arsdale,23:00,1.0,5.0,.200,0.0,,0.0,0.0,2.0,0.2
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Dennis Awtrey,19:00,0.0,4.0,.000,0.0,,1.0,2.0,1.0,0.0
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Phil Lumpkin,7:00,0.0,1.0,.000,0.0,,0.0,0.0,0.0,0.0
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Nate Hawthorne,4:00,1.0,2.0,.500,0.0,,1.0,1.0,3.0,0.5
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,PHO,False,Pat Riley,1:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Jo Jo White,41:00,2.0,12.0,.167,0.0,,7.0,7.0,11.0,0.167
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Dave Cowens,40:00,7.0,18.0,.389,0.0,,2.0,6.0,16.0,0.389
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Paul Silas,37:00,5.0,12.0,.417,0.0,,2.0,2.0,12.0,0.417
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Charlie Scott,27:00,6.0,14.0,.429,0.0,,4.0,4.0,16.0,0.429
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Don Nelson,12:00,2.0,6.0,.333,0.0,,2.0,2.0,6.0,0.333
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,John Havlicek,34:00,9.0,18.0,.500,0.0,,5.0,7.0,23.0,0.5
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Kevin Stacom,18:00,0.0,1.0,.000,0.0,,2.0,2.0,2.0,0.0
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Jim Ard,16:00,2.0,3.0,.667,0.0,,1.0,1.0,5.0,0.667
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Steve Kuberski,8:00,3.0,4.0,.750,0.0,,2.0,2.0,8.0,0.75
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Glenn McDonald,5:00,1.0,2.0,.500,0.0,,0.0,0.0,2.0,0.5
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Jerome Anderson,1:00,1.0,2.0,.500,0.0,,0.0,0.0,2.0,0.5
1976,1976_nba_finals_suns_vs_celtics,2,1976-05-27,197605270BOS,BOS,True,Tom Boswell,1:00,1.0,2.0,.500,0.0,,0.0,0.0,2.0,0.5
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Jo Jo White,47:00,9.0,21.0,.429,0.0,,6.0,6.0,24.0,0.429
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Paul Silas,39:00,4.0,8.0,.500,0.0,,3.0,4.0,11.0,0.5
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Dave Cowens,35:00,4.0,7.0,.571,0.0,,5.0,6.0,13.0,0.571
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Charlie Scott,35:00,3.0,16.0,.188,0.0,,5.0,5.0,11.0,0.188
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Steve Kuberski,14:00,3.0,6.0,.500,0.0,,5.0,5.0,11.0,0.5
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,John Havlicek,31:00,3.0,11.0,.273,0.0,,3.0,5.0,9.0,0.273
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Don Nelson,17:00,4.0,6.0,.667,0.0,,4.0,4.0,12.0,0.667
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Glenn McDonald,10:00,1.0,2.0,.500,0.0,,3.0,4.0,5.0,0.5
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Jim Ard,8:00,0.0,1.0,.000,0.0,,2.0,3.0,2.0,0.0
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,BOS,False,Kevin Stacom,4:00,0.0,1.0,.000,0.0,,0.0,0.0,0.0,0.0
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Alvan Adams,40:00,14.0,25.0,.560,0.0,,5.0,6.0,33.0,0.56
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Paul Westphal,39:00,8.0,19.0,.421,0.0,,6.0,8.0,22.0,0.421
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Curtis Perry,34:00,5.0,10.0,.500,0.0,,4.0,7.0,14.0,0.5
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Gar Heard,30:00,4.0,14.0,.286,0.0,,3.0,4.0,11.0,0.286
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Ricky Sobers,13:00,1.0,4.0,.250,0.0,,4.0,4.0,6.0,0.25
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Dick Van Arsdale,36:00,2.0,6.0,.333,0.0,,2.0,3.0,6.0,0.333
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Keith Erickson,23:00,2.0,4.0,.500,0.0,,0.0,0.0,4.0,0.5
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Dennis Awtrey,10:00,1.0,1.0,1.000,0.0,,1.0,3.0,3.0,1.0
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Phil Lumpkin,8:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1976,1976_nba_finals_suns_vs_celtics,3,1976-05-30,197605300PHO,PHO,True,Nate Hawthorne,7:00,1.0,1.0,1.000,0.0,,2.0,2.0,4.0,1.0
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Jo Jo White,43:00,7.0,15.0,.467,0.0,,11.0,12.0,25.0,0.467
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Paul Silas,36:00,7.0,13.0,.538,0.0,,4.0,6.0,18.0,0.538
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Dave Cowens,32:00,9.0,12.0,.750,0.0,,4.0,4.0,22.0,0.75
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Charlie Scott,26:00,5.0,14.0,.357,0.0,,4.0,4.0,14.0,0.357
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Steve Kuberski,20:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,John Havlicek,41:00,4.0,16.0,.250,0.0,,5.0,7.0,13.0,0.25
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Kevin Stacom,17:00,1.0,5.0,.200,0.0,,0.0,2.0,2.0,0.2
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Jim Ard,16:00,3.0,5.0,.600,0.0,,3.0,4.0,9.0,0.6
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Don Nelson,7:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,BOS,False,Glenn McDonald,2:00,0.0,1.0,.000,0.0,,0.0,0.0,0.0,0.0
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Gar Heard,38:00,8.0,13.0,.615,0.0,,3.0,4.0,19.0,0.615
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Paul Westphal,37:00,9.0,19.0,.474,0.0,,10.0,12.0,28.0,0.474
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Alvan Adams,37:00,8.0,18.0,.444,0.0,,4.0,4.0,20.0,0.444
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Curtis Perry,35:00,2.0,7.0,.286,0.0,,3.0,4.0,7.0,0.286
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Ricky Sobers,24:00,5.0,7.0,.714,0.0,,4.0,5.0,14.0,0.714
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Dick Van Arsdale,28:00,3.0,5.0,.600,0.0,,6.0,6.0,12.0,0.6
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Keith Erickson,20:00,2.0,7.0,.286,0.0,,4.0,4.0,8.0,0.286
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Dennis Awtrey,11:00,0.0,0.0,,0.0,,1.0,2.0,1.0,
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Phil Lumpkin,7:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1976,1976_nba_finals_suns_vs_celtics,4,1976-06-02,197606020PHO,PHO,True,Nate Hawthorne,3:00,0.0,2.0,.000,0.0,,0.0,0.0,0.0,0.0
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Gar Heard,61:00,8.0,19.0,.421,0.0,,1.0,2.0,17.0,0.421
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Curtis Perry,52:00,10.0,20.0,.500,0.0,,3.0,4.0,23.0,0.5
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Paul Westphal,42:00,11.0,20.0,.550,0.0,,3.0,3.0,25.0,0.55
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Ricky Sobers,41:00,11.0,22.0,.500,0.0,,3.0,4.0,25.0,0.5
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Alvan Adams,37:00,9.0,16.0,.563,0.0,,2.0,2.0,20.0,0.562
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Dick Van Arsdale,35:00,1.0,5.0,.200,0.0,,3.0,4.0,5.0,0.2
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Dennis Awtrey,23:00,2.0,3.0,.667,0.0,,3.0,3.0,7.0,0.667
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Phil Lumpkin,12:00,0.0,2.0,.000,0.0,,0.0,0.0,0.0,0.0
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Nate Hawthorne,8:00,1.0,3.0,.333,0.0,,2.0,2.0,4.0,0.333
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,PHO,False,Keith Erickson,4:00,0.0,2.0,.000,0.0,,0.0,0.0,0.0,0.0
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Jo Jo White,60:00,15.0,29.0,.517,0.0,,3.0,4.0,33.0,0.517
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,John Havlicek,58:00,8.0,19.0,.421,0.0,,6.0,7.0,22.0,0.421
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Dave Cowens,55:00,9.0,23.0,.391,0.0,,8.0,11.0,26.0,0.391
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Paul Silas,44:00,8.0,11.0,.727,0.0,,1.0,1.0,17.0,0.727
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Charlie Scott,33:00,3.0,14.0,.214,0.0,,0.0,0.0,6.0,0.214
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Don Nelson,20:00,1.0,4.0,.250,0.0,,2.0,2.0,4.0,0.25
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Jim Ard,16:00,3.0,6.0,.500,0.0,,2.0,2.0,8.0,0.5
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Glenn McDonald,13:00,3.0,5.0,.600,0.0,,2.0,2.0,8.0,0.6
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Steve Kuberski,13:00,2.0,5.0,.400,0.0,,0.0,0.0,4.0,0.4
1976,1976_nba_finals_suns_vs_celtics,5,1976-06-04,197606040BOS,BOS,True,Kevin Stacom,3:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Jo Jo White,45:00,5.0,15.0,.333,0.0,,5.0,8.0,15.0,0.333
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Dave Cowens,44:00,10.0,16.0,.625,0.0,,1.0,1.0,21.0,0.625
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Paul Silas,44:00,3.0,7.0,.429,0.0,,4.0,4.0,10.0,0.429
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Charlie Scott,42:00,9.0,24.0,.375,0.0,,7.0,9.0,25.0,0.375
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,John Havlicek,42:00,4.0,15.0,.267,0.0,,2.0,2.0,10.0,0.267
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Steve Kuberski,10:00,0.0,3.0,.000,0.0,,4.0,4.0,4.0,0.0
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Glenn McDonald,5:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Jim Ard,4:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,BOS,True,Don Nelson,4:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Alvan Adams,42:00,7.0,16.0,.438,0.0,,6.0,8.0,20.0,0.438
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Gar Heard,42:00,4.0,11.0,.364,0.0,,3.0,4.0,11.0,0.364
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Ricky Sobers,41:00,7.0,20.0,.350,0.0,,5.0,6.0,19.0,0.35
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Paul Westphal,38:00,6.0,11.0,.545,0.0,,2.0,2.0,14.0,0.545
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Curtis Perry,35:00,4.0,7.0,.571,0.0,,0.0,0.0,8.0,0.571
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Dick Van Arsdale,23:00,2.0,6.0,.333,0.0,,0.0,0.0,4.0,0.333
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Nate Hawthorne,11:00,0.0,3.0,.000,0.0,,0.0,0.0,0.0,0.0
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Dennis Awtrey,6:00,1.0,1.0,1.000,0.0,,0.0,1.0,2.0,1.0
1976,1976_nba_finals_suns_vs_celtics,6,1976-06-06,197606060PHO,PHO,False,Keith Erickson,2:00,1.0,2.0,.500,0.0,,0.0,0.0,2.0,0.5
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Bill Walton,43:00,11.0,17.0,.647,0.0,,6.0,7.0,28.0,0.647
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Maurice Lucas,33:00,9.0,18.0,.500,0.0,,0.0,0.0,18.0,0.5
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Lionel Hollins,33:00,3.0,8.0,.375,0.0,,2.0,2.0,8.0,0.375
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Johnny Davis,32:00,2.0,7.0,.286,0.0,,1.0,2.0,5.0,0.286
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Bob Gross,27:00,8.0,12.0,.667,0.0,,0.0,0.0,16.0,0.667
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Herm Gilliam,27:00,6.0,10.0,.600,0.0,,2.0,2.0,14.0,0.6
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Larry Steele,21:00,3.0,9.0,.333,0.0,,3.0,3.0,9.0,0.333
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Lloyd Neal,15:00,0.0,2.0,.000,0.0,,1.0,2.0,1.0,0.0
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Robin Jones,4:00,1.0,1.0,1.000,0.0,,0.0,0.0,2.0,1.0
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Dave Twardzik,4:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,POR,False,Corky Calhoun,1:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Henry Bibby,45:00,2.0,11.0,.182,0.0,,6.0,8.0,10.0,0.182
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Julius Erving,43:00,14.0,24.0,.583,0.0,,5.0,5.0,33.0,0.583
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Doug Collins,42:00,12.0,23.0,.522,0.0,,6.0,6.0,30.0,0.522
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Caldwell Jones,31:00,3.0,5.0,.600,0.0,,2.0,2.0,8.0,0.6
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,George McGinnis,22:00,3.0,12.0,.250,0.0,,2.0,2.0,8.0,0.25
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Steve Mix,26:00,3.0,6.0,.500,0.0,,3.0,4.0,9.0,0.5
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Darryl Dawkins,17:00,2.0,5.0,.400,0.0,,3.0,5.0,7.0,0.4
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Mike Dunleavy,9:00,0.0,3.0,.000,0.0,,0.0,0.0,0.0,0.0
1977,1977_nba_finals_trail_blazers_vs_76ers,1,1977-05-22,197705220PHI,PHI,True,Joe Bryant,5:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Bill Walton,37:00,8.0,20.0,.400,0.0,,1.0,2.0,17.0,0.4
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Lionel Hollins,37:00,6.0,18.0,.333,0.0,,2.0,3.0,14.0,0.333
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Maurice Lucas,34:00,7.0,19.0,.368,0.0,,0.0,0.0,14.0,0.368
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Johnny Davis,29:00,3.0,8.0,.375,0.0,,2.0,3.0,8.0,0.375
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Bob Gross,28:00,4.0,10.0,.400,0.0,,2.0,3.0,10.0,0.4
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Dave Twardzik,17:00,2.0,5.0,.400,0.0,,2.0,2.0,6.0,0.4
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Lloyd Neal,15:00,2.0,3.0,.667,0.0,,5.0,6.0,9.0,0.667
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Robin Jones,11:00,1.0,5.0,.200,0.0,,0.0,0.0,2.0,0.2
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Herm Gilliam,10:00,0.0,4.0,.000,0.0,,0.0,0.0,0.0,0.0
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Larry Steele,8:00,1.0,4.0,.250,0.0,,2.0,3.0,4.0,0.25
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Wally Walker,8:00,1.0,2.0,.500,0.0,,1.0,2.0,3.0,0.5
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,POR,False,Corky Calhoun,6:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Henry Bibby,40:00,4.0,12.0,.333,0.0,,7.0,9.0,15.0,0.333
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Julius Erving,39:00,10.0,17.0,.588,0.0,,0.0,0.0,20.0,0.588
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Doug Collins,38:00,10.0,16.0,.625,0.0,,7.0,9.0,27.0,0.625
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,George McGinnis,31:00,5.0,11.0,.455,0.0,,2.0,4.0,12.0,0.455
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Caldwell Jones,30:00,3.0,3.0,1.000,0.0,,4.0,6.0,10.0,1.0
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Steve Mix,20:00,4.0,9.0,.444,0.0,,0.0,0.0,8.0,0.444
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Darryl Dawkins,16:00,2.0,4.0,.500,0.0,,4.0,6.0,8.0,0.5
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,World B. Free,12:00,1.0,5.0,.200,0.0,,1.0,2.0,3.0,0.2
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Joe Bryant,6:00,0.0,6.0,.000,0.0,,0.0,0.0,0.0,0.0
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Terry Furlow,3:00,2.0,2.0,1.000,0.0,,0.0,0.0,4.0,1.0
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Mike Dunleavy,3:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1977,1977_nba_finals_trail_blazers_vs_76ers,2,1977-05-26,197705260PHI,PHI,True,Harvey Catchings,2:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,Julius Erving,42:00,9.0,18.0,.500,0.0,,10.0,11.0,28.0,0.5
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,Doug Collins,42:00,9.0,13.0,.692,0.0,,3.0,3.0,21.0,0.692
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,George McGinnis,36:00,6.0,17.0,.353,0.0,,2.0,5.0,14.0,0.353
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,Henry Bibby,33:00,3.0,11.0,.273,0.0,,3.0,5.0,9.0,0.273
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,Caldwell Jones,20:00,1.0,3.0,.333,0.0,,2.0,2.0,4.0,0.333
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,Darryl Dawkins,28:00,2.0,7.0,.286,0.0,,2.0,5.0,6.0,0.286
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,World B. Free,13:00,3.0,7.0,.429,0.0,,2.0,2.0,8.0,0.429
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,Joe Bryant,10:00,2.0,4.0,.500,0.0,,0.0,0.0,4.0,0.5
1977,1977_nba_finals_trail_blazers_vs_76ers,3,1977-05-29,197705290POR,PHI,False,Steve Mix,8:00,2.0,3.0,.667,0.0,,1.0,2.0,5.0,0.667
