Year,Series,Game,Date,BoxScore,Team,Won,Player,MP,FG,FGA,FG%,3P,3PA,FT,FTA,PTS,eFG%
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,John Havlicek,48:00,14.0,26.0,.538,0.0,,9.0,9.0,37.0,0.538
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,Bill Russell,48:00,6.0,12.0,.500,0.0,,4.0,5.0,16.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,Em Bryant,39:00,7.0,12.0,.583,0.0,,3.0,3.0,17.0,0.583
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,Bailey Howell,25:00,4.0,12.0,.333,0.0,,0.0,1.0,8.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,Larry Siegfried,16:00,1.0,4.0,.250,0.0,,0.0,1.0,2.0,0.25
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,Sam Jones,32:00,9.0,18.0,.500,0.0,,3.0,4.0,21.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,Don Nelson,23:00,6.0,15.0,.400,0.0,,4.0,5.0,16.0,0.4
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,BOS,False,Don Chaney,9:00,0.0,1.0,.000,0.0,,1.0,2.0,1.0,0.0
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Wilt Chamberlain,48:00,6.0,11.0,.545,0.0,,3.0,9.0,15.0,0.545
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Jerry West,46:00,21.0,41.0,.512,0.0,,11.0,13.0,53.0,0.512
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Elgin Baylor,40:00,10.0,21.0,.476,0.0,,4.0,8.0,24.0,0.476
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Bill Hewitt,36:00,5.0,12.0,.417,0.0,,0.0,0.0,10.0,0.417
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Johnny Egan,30:00,4.0,7.0,.571,0.0,,2.0,2.0,10.0,0.571
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Keith Erickson,19:00,2.0,4.0,.500,0.0,,1.0,1.0,5.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Mel Counts,11:00,1.0,4.0,.250,0.0,,1.0,2.0,3.0,0.25
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Tom Hawkins,9:00,0.0,0.0,,0.0,,0.0,2.0,0.0,
1969,1969_nba_finals_celtics_vs_lakers,1,1969-04-23,196904230LAL,LAL,True,Freddie Crawford,1:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,John Havlicek,48:00,15.0,27.0,.556,0.0,,13.0,14.0,43.0,0.556
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Bill Russell,48:00,4.0,7.0,.571,0.0,,1.0,5.0,9.0,0.571
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Sam Jones,37:00,10.0,26.0,.385,0.0,,1.0,1.0,21.0,0.385
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Em Bryant,33:00,3.0,12.0,.250,0.0,,2.0,3.0,8.0,0.25
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Bailey Howell,32:00,8.0,21.0,.381,0.0,,0.0,2.0,16.0,0.381
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Larry Siegfried,21:00,4.0,10.0,.400,0.0,,1.0,1.0,9.0,0.4
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Don Nelson,16:00,2.0,9.0,.222,0.0,,1.0,1.0,5.0,0.222
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Tom Sanders,4:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,BOS,False,Don Chaney,1:00,0.0,0.0,,0.0,,1.0,1.0,1.0,
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Wilt Chamberlain,48:00,1.0,6.0,.167,0.0,,2.0,4.0,4.0,0.167
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Johnny Egan,42:00,10.0,19.0,.526,0.0,,6.0,6.0,26.0,0.526
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Jerry West,41:00,12.0,22.0,.545,0.0,,17.0,20.0,41.0,0.545
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Elgin Baylor,33:00,11.0,15.0,.733,0.0,,10.0,12.0,32.0,0.733
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Bill Hewitt,26:00,2.0,5.0,.400,0.0,,1.0,1.0,5.0,0.4
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Mel Counts,19:00,2.0,5.0,.400,0.0,,2.0,3.0,6.0,0.4
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Keith Erickson,16:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,2,1969-04-25,196904250LAL,LAL,True,Tom Hawkins,15:00,1.0,4.0,.250,0.0,,0.0,2.0,2.0,0.25
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Wilt Chamberlain,48:00,6.0,11.0,.545,0.0,,4.0,11.0,16.0,0.545
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Jerry West,42:00,9.0,24.0,.375,0.0,,6.0,7.0,24.0,0.375
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Johnny Egan,38:00,8.0,14.0,.571,0.0,,6.0,9.0,22.0,0.571
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Elgin Baylor,31:00,4.0,18.0,.222,0.0,,3.0,4.0,11.0,0.222
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Bill Hewitt,24:00,0.0,4.0,.000,0.0,,1.0,2.0,1.0,0.0
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Keith Erickson,25:00,5.0,9.0,.556,0.0,,0.0,0.0,10.0,0.556
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Mel Counts,19:00,6.0,9.0,.667,0.0,,6.0,6.0,18.0,0.667
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,LAL,False,Tom Hawkins,13:00,1.0,2.0,.500,0.0,,1.0,1.0,3.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,John Havlicek,48:00,13.0,25.0,.520,0.0,,8.0,9.0,34.0,0.52
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,Bill Russell,48:00,5.0,12.0,.417,0.0,,1.0,2.0,11.0,0.417
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,Sam Jones,35:00,6.0,16.0,.375,0.0,,3.0,4.0,15.0,0.375
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,Bailey Howell,32:00,4.0,12.0,.333,0.0,,2.0,3.0,10.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,Em Bryant,22:00,1.0,5.0,.200,0.0,,1.0,1.0,3.0,0.2
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,Larry Siegfried,33:00,10.0,16.0,.625,0.0,,8.0,9.0,28.0,0.625
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,Don Nelson,16:00,2.0,5.0,.400,0.0,,0.0,1.0,4.0,0.4
1969,1969_nba_finals_celtics_vs_lakers,3,1969-04-27,196904270BOS,BOS,True,Tom Sanders,6:00,3.0,7.0,.429,0.0,,0.0,0.0,6.0,0.429
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Wilt Chamberlain,48:00,3.0,8.0,.375,0.0,,2.0,11.0,8.0,0.375
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Jerry West,45:00,15.0,30.0,.500,0.0,,10.0,10.0,40.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Elgin Baylor,40:00,2.0,14.0,.143,0.0,,1.0,5.0,5.0,0.143
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Johnny Egan,27:00,3.0,7.0,.429,0.0,,3.0,3.0,9.0,0.429
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Bill Hewitt,7:00,0.0,2.0,.000,0.0,,0.0,0.0,0.0,0.0
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Keith Erickson,32:00,8.0,16.0,.500,0.0,,0.0,0.0,16.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Mel Counts,25:00,2.0,6.0,.333,0.0,,2.0,3.0,6.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,LAL,False,Tom Hawkins,16:00,2.0,6.0,.333,0.0,,0.0,0.0,4.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,John Havlicek,48:00,7.0,18.0,.389,0.0,,7.0,8.0,21.0,0.389
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,Bill Russell,48:00,2.0,12.0,.167,0.0,,2.0,4.0,6.0,0.167
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,Bailey Howell,31:00,6.0,18.0,.333,0.0,,4.0,5.0,16.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,Sam Jones,27:00,6.0,14.0,.429,0.0,,4.0,4.0,16.0,0.429
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,Em Bryant,26:00,1.0,3.0,.333,0.0,,2.0,2.0,4.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,Larry Siegfried,30:00,7.0,21.0,.333,0.0,,6.0,6.0,20.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,Don Nelson,17:00,1.0,8.0,.125,0.0,,1.0,1.0,3.0,0.125
1969,1969_nba_finals_celtics_vs_lakers,4,1969-04-29,196904290BOS,BOS,True,Tom Sanders,13:00,1.0,4.0,.250,0.0,,1.0,1.0,3.0,0.25
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,John Havlicek,48:00,6.0,21.0,.286,0.0,,6.0,8.0,18.0,0.286
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,Bill Russell,48:00,3.0,5.0,.600,0.0,,1.0,1.0,7.0,0.6
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,Sam Jones,34:00,11.0,21.0,.524,0.0,,3.0,5.0,25.0,0.524
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,Bailey Howell,27:00,4.0,9.0,.444,0.0,,3.0,4.0,11.0,0.444
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,Em Bryant,24:00,3.0,6.0,.500,0.0,,1.0,1.0,7.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,Larry Siegfried,31:00,8.0,18.0,.444,0.0,,4.0,4.0,20.0,0.444
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,Don Nelson,21:00,5.0,8.0,.625,0.0,,4.0,4.0,14.0,0.625
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,BOS,False,Tom Sanders,7:00,1.0,1.0,1.000,0.0,,0.0,0.0,2.0,1.0
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,LAL,True,Wilt Chamberlain,48:00,5.0,9.0,.556,0.0,,3.0,8.0,13.0,0.556
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,LAL,True,Jerry West,46:00,16.0,31.0,.516,0.0,,7.0,8.0,39.0,0.516
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,LAL,True,Johnny Egan,37:00,8.0,19.0,.421,0.0,,7.0,9.0,23.0,0.421
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,LAL,True,Elgin Baylor,34:00,4.0,13.0,.308,0.0,,0.0,4.0,8.0,0.308
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,LAL,True,Keith Erickson,27:00,8.0,20.0,.400,0.0,,0.0,1.0,16.0,0.4
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,LAL,True,Mel Counts,29:00,6.0,9.0,.667,0.0,,1.0,1.0,13.0,0.667
1969,1969_nba_finals_celtics_vs_lakers,5,1969-05-01,196905010LAL,LAL,True,Tom Hawkins,19:00,2.0,5.0,.400,0.0,,1.0,2.0,5.0,0.4
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,LAL,False,Wilt Chamberlain,48:00,1.0,5.0,.200,0.0,,6.0,10.0,8.0,0.2
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,LAL,False,Johnny Egan,41:00,3.0,14.0,.214,0.0,,1.0,1.0,7.0,0.214
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,LAL,False,Jerry West,39:00,9.0,19.0,.474,0.0,,8.0,11.0,26.0,0.474
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,LAL,False,Elgin Baylor,35:00,9.0,18.0,.500,0.0,,8.0,10.0,26.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,LAL,False,Keith Erickson,33:00,2.0,6.0,.333,0.0,,3.0,7.0,7.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,LAL,False,Mel Counts,22:00,5.0,9.0,.556,0.0,,4.0,6.0,14.0,0.556
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,LAL,False,Tom Hawkins,22:00,1.0,3.0,.333,0.0,,0.0,3.0,2.0,0.333
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,John Havlicek,48:00,8.0,26.0,.308,0.0,,3.0,4.0,19.0,0.308
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,Bill Russell,48:00,3.0,8.0,.375,0.0,,3.0,3.0,9.0,0.375
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,Em Bryant,47:00,7.0,18.0,.389,0.0,,4.0,4.0,18.0,0.389
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,Bailey Howell,23:00,1.0,10.0,.100,0.0,,2.0,3.0,4.0,0.1
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,Sam Jones,14:00,4.0,8.0,.500,0.0,,1.0,1.0,9.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,Larry Siegfried,28:00,4.0,14.0,.286,0.0,,4.0,4.0,12.0,0.286
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,Don Nelson,23:00,10.0,19.0,.526,0.0,,5.0,5.0,25.0,0.526
1969,1969_nba_finals_celtics_vs_lakers,6,1969-05-03,196905030BOS,BOS,True,Tom Sanders,9:00,1.0,1.0,1.000,0.0,,1.0,1.0,3.0,1.0
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,BOS,True,John Havlicek,48:00,11.0,19.0,0.579,0.0,,4.0,7.0,26.0,0.579
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,BOS,True,Bill Russell,48:00,2.0,7.0,0.286,0.0,,2.0,4.0,6.0,0.286
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,BOS,True,Em Bryant,42:00,9.0,21.0,0.429,0.0,,2.0,3.0,20.0,0.429
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,BOS,True,Sam Jones,32:00,10.0,16.0,0.625,0.0,,4.0,4.0,24.0,0.625
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,BOS,True,Don Nelson,25:00,6.0,12.0,0.5,0.0,,4.0,7.0,16.0,0.5
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,BOS,True,Bailey Howell,23:00,4.0,11.0,0.364,0.0,,1.0,2.0,9.0,0.364
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,BOS,True,Larry Siegfried,22:00,2.0,9.0,0.222,0.0,,3.0,4.0,7.0,0.222
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,LAL,False,Jerry West,48:00,14.0,29.0,0.483,0.0,,14.0,18.0,42.0,0.483
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,LAL,False,Elgin Baylor,43:00,8.0,22.0,0.364,0.0,,4.0,5.0,20.0,0.364
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,LAL,False,Wilt Chamberlain,43:00,7.0,8.0,0.875,0.0,,4.0,13.0,18.0,0.875
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,LAL,False,Keith Erickson,39:00,2.0,11.0,0.182,0.0,,2.0,3.0,6.0,0.182
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,LAL,False,Johnny Egan,27:00,3.0,10.0,0.3,0.0,,3.0,6.0,9.0,0.3
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,LAL,False,Mel Counts,21:00,4.0,13.0,0.308,0.0,,1.0,2.0,9.0,0.308
1969,1969_nba_finals_celtics_vs_lakers,7,1969-05-05,196905050LAL,LAL,False,Tom Hawkins,19:00,1.0,4.0,0.25,0.0,,0.0,0.0,2.0,0.25
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Jerry West,48:00,9.0,23.0,.391,0.0,,15.0,17.0,33.0,0.391
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Wilt Chamberlain,48:00,8.0,14.0,.571,0.0,,1.0,10.0,17.0,0.571
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Elgin Baylor,39:00,10.0,17.0,.588,0.0,,1.0,2.0,21.0,0.588
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Keith Erickson,37:00,4.0,11.0,.364,0.0,,4.0,4.0,12.0,0.364
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Dick Garrett,30:00,4.0,9.0,.444,0.0,,2.0,2.0,10.0,0.444
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Johnny Egan,18:00,2.0,6.0,.333,0.0,,2.0,2.0,6.0,0.333
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Happy Hairston,13:00,3.0,7.0,.429,0.0,,1.0,1.0,7.0,0.429
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,LAL,False,Mel Counts,7:00,3.0,5.0,.600,0.0,,0.0,0.0,6.0,0.6
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Willis Reed,45:00,16.0,30.0,.533,0.0,,5.0,7.0,37.0,0.533
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Dick Barnett,41:00,5.0,11.0,.455,0.0,,7.0,8.0,17.0,0.455
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Dave DeBusschere,39:00,8.0,20.0,.400,0.0,,3.0,3.0,19.0,0.4
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Bill Bradley,30:00,7.0,16.0,.438,0.0,,2.0,2.0,16.0,0.438
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Walt Frazier,30:00,3.0,5.0,.600,0.0,,0.0,1.0,6.0,0.6
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Mike Riordan,25:00,7.0,12.0,.583,0.0,,5.0,5.0,19.0,0.583
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Cazzie Russell,18:00,4.0,12.0,.333,0.0,,0.0,0.0,8.0,0.333
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Dave Stallworth,9:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1970,1970_nba_finals_lakers_vs_knicks,1,1970-04-24,197004240NYK,NYK,True,Nate Bowman,3:00,1.0,2.0,.500,0.0,,0.0,0.0,2.0,0.5
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Jerry West,46:00,12.0,28.0,.429,0.0,,10.0,15.0,34.0,0.429
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Wilt Chamberlain,44:00,9.0,20.0,.450,0.0,,1.0,3.0,19.0,0.45
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Dick Garrett,40:00,5.0,13.0,.385,0.0,,7.0,8.0,17.0,0.385
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Keith Erickson,37:00,4.0,7.0,.571,0.0,,1.0,2.0,9.0,0.571
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Elgin Baylor,36:00,6.0,9.0,.667,0.0,,1.0,2.0,13.0,0.667
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Happy Hairston,19:00,2.0,5.0,.400,0.0,,0.0,1.0,4.0,0.4
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Mel Counts,8:00,2.0,5.0,.400,0.0,,1.0,2.0,5.0,0.4
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Johnny Egan,6:00,1.0,1.0,1.000,0.0,,0.0,0.0,2.0,1.0
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,LAL,True,Rick Roberson,4:00,1.0,2.0,.500,0.0,,0.0,0.0,2.0,0.5
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Willis Reed,45:00,12.0,29.0,.414,0.0,,5.0,10.0,29.0,0.414
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Dave DeBusschere,42:00,7.0,17.0,.412,0.0,,4.0,6.0,18.0,0.412
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Dick Barnett,41:00,7.0,15.0,.467,0.0,,5.0,6.0,19.0,0.467
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Bill Bradley,39:00,7.0,16.0,.438,0.0,,2.0,2.0,16.0,0.438
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Walt Frazier,39:00,5.0,9.0,.556,0.0,,1.0,3.0,11.0,0.556
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Mike Riordan,15:00,1.0,5.0,.200,0.0,,0.0,0.0,2.0,0.2
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Dave Stallworth,8:00,3.0,5.0,.600,0.0,,0.0,0.0,6.0,0.6
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Cazzie Russell,7:00,1.0,3.0,.333,0.0,,0.0,0.0,2.0,0.333
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,Nate Bowman,3:00,0.0,1.0,.000,0.0,,0.0,0.0,0.0,0.0
1970,1970_nba_finals_lakers_vs_knicks,2,1970-04-27,197004270NYK,NYK,False,John Warren,1:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Willis Reed,49:00,17.0,30.0,.567,0.0,,4.0,8.0,38.0,0.567
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Walt Frazier,49:00,8.0,17.0,.471,0.0,,3.0,4.0,19.0,0.471
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Dick Barnett,46:00,7.0,18.0,.389,0.0,,4.0,5.0,18.0,0.389
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Dave DeBusschere,44:00,10.0,20.0,.500,0.0,,1.0,1.0,21.0,0.5
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Bill Bradley,37:00,3.0,13.0,.231,0.0,,1.0,1.0,7.0,0.231
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Cazzie Russell,16:00,1.0,5.0,.200,0.0,,0.0,0.0,2.0,0.2
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Mike Riordan,10:00,0.0,2.0,.000,0.0,,0.0,0.0,0.0,0.0
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Dave Stallworth,9:00,1.0,3.0,.333,0.0,,2.0,2.0,4.0,0.333
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,Nate Bowman,4:00,0.0,1.0,.000,0.0,,2.0,2.0,2.0,0.0
1970,1970_nba_finals_lakers_vs_knicks,3,1970-04-29,197004290LAL,NYK,True,John Warren,1:00,0.0,0.0,,0.0,,0.0,0.0,0.0,
