Year,Series,Team,Player,Q4_FG,Q4_FGA,Q4_3P,Q4_PTS,Q4_G,Q4_FG%,Q4_eFG%
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Tim Duncan,7.0,19.0,0.0,16.0,4,0.368,0.368
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Tony Parker,7.0,16.0,1.0,18.0,4,0.438,0.469
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Manu Ginóbili,5.0,13.0,3.0,25.0,4,0.385,0.5
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Daniel Gibson,9.0,12.0,2.0,20.0,4,0.75,0.833
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Sasha Pavlović,4.0,9.0,2.0,11.0,4,0.444,0.556
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Donyell Marshall,4.0,8.0,1.0,10.0,4,0.5,0.562
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Anderson Varejão,6.0,7.0,0.0,13.0,4,0.857,0.857
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Damon Jones,3.0,6.0,3.0,12.0,4,0.5,0.75
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Brent Barry,1.0,6.0,1.0,3.0,4,0.167,0.25
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Bruce Bowen,0.0,6.0,0.0,0.0,4,0.0,0.0
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Fabricio Oberto,2.0,4.0,0.0,5.0,2,0.5,0.5
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Drew Gooden,1.0,4.0,0.0,4.0,3,0.25,0.25
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Robert Horry,1.0,3.0,1.0,3.0,4,0.333,0.5
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Jacque Vaughn,1.0,2.0,0.0,2.0,4,0.5,0.5
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Michael Finley,1.0,2.0,1.0,4.0,3,0.5,0.75
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Francisco Elson,1.0,1.0,0.0,2.0,2,1.0,1.0
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Ira Newble,0.0,1.0,0.0,0.0,1,0.0,0.0
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Zydrunas Ilgauskas,0.0,1.0,0.0,0.0,1,0.0,0.0
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Eric Snow,0.0,0.0,0.0,0.0,2,,
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Scot Pollard,0.0,0.0,0.0,0.0,1,,
2007,2007_nba_finals_cavaliers_vs_spurs,CLE,Shannon Brown,0.0,0.0,0.0,0.0,1,,
2007,2007_nba_finals_cavaliers_vs_spurs,SAS,Beno Udrih,0.0,0.0,0.0,0.0,2,,
2006,2006_nba_finals_heat_vs_mavericks,MIA,Dwyane Wade,17.0,36.0,1.0,59.0,6,0.472,0.486
2006,2006_nba_finals_heat_vs_mavericks,DAL,Jason Terry,10.0,30.0,3.0,28.0,6,0.333,0.383
2006,2006_nba_finals_heat_vs_mavericks,DAL,Dirk Nowitzki,7.0,21.0,0.0,27.0,6,0.333,0.333
2006,2006_nba_finals_heat_vs_mavericks,MIA,Antoine Walker,7.0,20.0,2.0,18.0,6,0.35,0.4
2006,2006_nba_finals_heat_vs_mavericks,DAL,Jerry Stackhouse,5.0,17.0,2.0,14.0,5,0.294,0.353
2006,2006_nba_finals_heat_vs_mavericks,MIA,James Posey,6.0,16.0,4.0,19.0,6,0.375,0.5
2006,2006_nba_finals_heat_vs_mavericks,DAL,Devin Harris,6.0,12.0,0.0,19.0,6,0.5,0.5
2006,2006_nba_finals_heat_vs_mavericks,MIA,Shaquille O'Neal,5.0,9.0,0.0,16.0,5,0.556,0.556
2006,2006_nba_finals_heat_vs_mavericks,DAL,Josh Howard,2.0,7.0,0.0,10.0,6,0.286,0.286
2006,2006_nba_finals_heat_vs_mavericks,MIA,Gary Payton,3.0,6.0,1.0,7.0,6,0.5,0.583
2006,2006_nba_finals_heat_vs_mavericks,MIA,Udonis Haslem,3.0,6.0,0.0,8.0,5,0.5,0.5
2006,2006_nba_finals_heat_vs_mavericks,MIA,Jason Williams,1.0,6.0,1.0,3.0,4,0.167,0.25
2006,2006_nba_finals_heat_vs_mavericks,MIA,Alonzo Mourning,2.0,4.0,0.0,6.0,5,0.5,0.5
2006,2006_nba_finals_heat_vs_mavericks,DAL,Marquis Daniels,1.0,4.0,0.0,4.0,3,0.25,0.25
2006,2006_nba_finals_heat_vs_mavericks,DAL,Erick Dampier,1.0,3.0,0.0,3.0,6,0.333,0.333
2006,2006_nba_finals_heat_vs_mavericks,DAL,Keith Van Horn,0.0,3.0,0.0,0.0,2,0.0,0.0
2006,2006_nba_finals_heat_vs_mavericks,DAL,DeSagana Diop,1.0,2.0,0.0,2.0,5,0.5,0.5
2006,2006_nba_finals_heat_vs_mavericks,DAL,Darrell Armstrong,0.0,2.0,0.0,0.0,1,0.0,0.0
2006,2006_nba_finals_heat_vs_mavericks,DAL,Adrian Griffin,1.0,1.0,0.0,2.0,3,1.0,1.0
2006,2006_nba_finals_heat_vs_mavericks,DAL,Josh Powell,0.0,1.0,0.0,0.0,1,0.0,0.0
2006,2006_nba_finals_heat_vs_mavericks,MIA,Jason Kapono,0.0,0.0,0.0,0.0,1,,
2006,2006_nba_finals_heat_vs_mavericks,MIA,Michael Doleac,0.0,0.0,0.0,0.0,1,,
2006,2006_nba_finals_heat_vs_mavericks,MIA,Shandon Anderson,0.0,0.0,0.0,0.0,3,,
2005,2005_nba_finals_pistons_vs_spurs,DET,Richard Hamilton,12.0,30.0,0.0,31.0,7,0.4,0.4
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tim Duncan,11.0,29.0,0.0,30.0,7,0.379,0.379
2005,2005_nba_finals_pistons_vs_spurs,SAS,Manu Ginóbili,12.0,26.0,3.0,42.0,7,0.462,0.519
2005,2005_nba_finals_pistons_vs_spurs,DET,Chauncey Billups,12.0,24.0,1.0,37.0,7,0.5,0.521
2005,2005_nba_finals_pistons_vs_spurs,DET,Rasheed Wallace,10.0,18.0,2.0,22.0,7,0.556,0.611
2005,2005_nba_finals_pistons_vs_spurs,SAS,Robert Horry,10.0,16.0,8.0,32.0,7,0.625,0.875
2005,2005_nba_finals_pistons_vs_spurs,DET,Antonio McDyess,7.0,16.0,0.0,16.0,7,0.438,0.438
2005,2005_nba_finals_pistons_vs_spurs,DET,Lindsey Hunter,4.0,13.0,0.0,10.0,7,0.308,0.308
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tony Parker,6.0,12.0,1.0,16.0,7,0.5,0.542
2005,2005_nba_finals_pistons_vs_spurs,DET,Tayshaun Prince,5.0,12.0,0.0,14.0,7,0.417,0.417
2005,2005_nba_finals_pistons_vs_spurs,SAS,Bruce Bowen,4.0,10.0,3.0,12.0,7,0.4,0.55
2005,2005_nba_finals_pistons_vs_spurs,DET,Ben Wallace,5.0,9.0,0.0,11.0,7,0.556,0.556
2005,2005_nba_finals_pistons_vs_spurs,SAS,Devin Brown,1.0,7.0,0.0,2.0,3,0.143,0.143
2005,2005_nba_finals_pistons_vs_spurs,SAS,Brent Barry,2.0,6.0,0.0,5.0,7,0.333,0.333
2005,2005_nba_finals_pistons_vs_spurs,SAS,Nazr Mohammed,1.0,5.0,0.0,2.0,6,0.2,0.2
2005,2005_nba_finals_pistons_vs_spurs,DET,Carlos Arroyo,3.0,4.0,0.0,7.0,4,0.75,0.75
2005,2005_nba_finals_pistons_vs_spurs,DET,Darko Miličić,1.0,3.0,0.0,2.0,3,0.333,0.333
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tony Massenburg,0.0,3.0,0.0,0.0,3,0.0,0.0
2005,2005_nba_finals_pistons_vs_spurs,DET,Ronald Dupree,0.0,2.0,0.0,0.0,4,0.0,0.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Glenn Robinson,0.0,2.0,0.0,0.0,2,0.0,0.0
2005,2005_nba_finals_pistons_vs_spurs,DET,Darvin Ham,1.0,1.0,0.0,2.0,4,1.0,1.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Beno Udrih,0.0,1.0,0.0,2.0,3,0.0,0.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Rasho Nesterović,0.0,0.0,0.0,0.0,4,,
2004,2004_nba_finals_pistons_vs_lakers,LAL,Kobe Bryant,12.0,29.0,2.0,35.0,5,0.414,0.448
2004,2004_nba_finals_pistons_vs_lakers,DET,Richard Hamilton,12.0,27.0,2.0,39.0,5,0.444,0.481
2004,2004_nba_finals_pistons_vs_lakers,LAL,Derek Fisher,4.0,17.0,4.0,14.0,5,0.235,0.353
2004,2004_nba_finals_pistons_vs_lakers,LAL,Shaquille O'Neal,10.0,15.0,0.0,27.0,5,0.667,0.667
2004,2004_nba_finals_pistons_vs_lakers,LAL,Kareem Rush,4.0,14.0,2.0,10.0,4,0.286,0.357
2004,2004_nba_finals_pistons_vs_lakers,DET,Ben Wallace,9.0,13.0,0.0,19.0,5,0.692,0.692
2004,2004_nba_finals_pistons_vs_lakers,DET,Rasheed Wallace,8.0,13.0,0.0,23.0,5,0.615,0.615
2004,2004_nba_finals_pistons_vs_lakers,DET,Chauncey Billups,4.0,11.0,2.0,16.0,5,0.364,0.455
2004,2004_nba_finals_pistons_vs_lakers,DET,Tayshaun Prince,2.0,9.0,1.0,5.0,5,0.222,0.278
2004,2004_nba_finals_pistons_vs_lakers,DET,Lindsey Hunter,4.0,8.0,2.0,10.0,5,0.5,0.625
2004,2004_nba_finals_pistons_vs_lakers,LAL,Luke Walton,1.0,5.0,0.0,4.0,4,0.2,0.2
2004,2004_nba_finals_pistons_vs_lakers,LAL,Brian Cook,1.0,4.0,0.0,4.0,3,0.25,0.25
2004,2004_nba_finals_pistons_vs_lakers,LAL,Rick Fox,2.0,3.0,0.0,4.0,2,0.667,0.667
2004,2004_nba_finals_pistons_vs_lakers,DET,Elden Campbell,1.0,3.0,0.0,3.0,3,0.333,0.333
2004,2004_nba_finals_pistons_vs_lakers,DET,Mehmet Okur,1.0,3.0,0.0,2.0,3,0.333,0.333
2004,2004_nba_finals_pistons_vs_lakers,LAL,Gary Payton,1.0,2.0,1.0,4.0,3,0.5,0.75
2004,2004_nba_finals_pistons_vs_lakers,LAL,Karl Malone,1.0,2.0,0.0,2.0,2,0.5,0.5
2004,2004_nba_finals_pistons_vs_lakers,DET,Corliss Williamson,0.0,2.0,0.0,2.0,4,0.0,0.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Darko Miličić,0.0,2.0,0.0,0.0,3,0.0,0.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Darvin Ham,1.0,1.0,0.0,2.0,4,1.0,1.0
2004,2004_nba_finals_pistons_vs_lakers,LAL,Stanislav Medvedenko,1.0,1.0,0.0,3.0,4,1.0,1.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Mike James,0.0,1.0,0.0,0.0,3,0.0,0.0
2004,2004_nba_finals_pistons_vs_lakers,LAL,Bryon Russell,0.0,0.0,0.0,0.0,2,,
2004,2004_nba_finals_pistons_vs_lakers,LAL,Devean George,0.0,0.0,0.0,0.0,1,,
2003,2003_nba_finals_nets_vs_spurs,SAS,Tim Duncan,12.0,28.0,0.0,40.0,6,0.429,0.429
2003,2003_nba_finals_nets_vs_spurs,NJN,Kenyon Martin,5.0,28.0,0.0,14.0,6,0.179,0.179
2003,2003_nba_finals_nets_vs_spurs,NJN,Jason Kidd,10.0,25.0,3.0,38.0,6,0.4,0.46
2003,2003_nba_finals_nets_vs_spurs,SAS,Tony Parker,9.0,22.0,2.0,29.0,5,0.409,0.455
2003,2003_nba_finals_nets_vs_spurs,SAS,Manu Ginóbili,5.0,17.0,1.0,20.0,6,0.294,0.324
2003,2003_nba_finals_nets_vs_spurs,NJN,Lucious Harris,7.0,15.0,2.0,25.0,6,0.467,0.533
2003,2003_nba_finals_nets_vs_spurs,NJN,Richard Jefferson,7.0,15.0,0.0,21.0,6,0.467,0.467
2003,2003_nba_finals_nets_vs_spurs,SAS,Stephen Jackson,7.0,14.0,6.0,23.0,6,0.5,0.714
2003,2003_nba_finals_nets_vs_spurs,NJN,Aaron Williams,5.0,14.0,0.0,10.0,5,0.357,0.357
2003,2003_nba_finals_nets_vs_spurs,SAS,Malik Rose,10.0,13.0,0.0,24.0,5,0.769,0.769
2003,2003_nba_finals_nets_vs_spurs,NJN,Kerry Kittles,3.0,9.0,1.0,7.0,6,0.333,0.389
2003,2003_nba_finals_nets_vs_spurs,NJN,Rodney Rogers,2.0,8.0,1.0,9.0,5,0.25,0.312
2003,2003_nba_finals_nets_vs_spurs,SAS,David Robinson,3.0,5.0,0.0,10.0,6,0.6,0.6
2003,2003_nba_finals_nets_vs_spurs,NJN,Dikembe Mutombo,3.0,4.0,0.0,6.0,4,0.75,0.75
2003,2003_nba_finals_nets_vs_spurs,SAS,Speedy Claxton,2.0,4.0,0.0,7.0,4,0.5,0.5
2003,2003_nba_finals_nets_vs_spurs,SAS,Steve Kerr,3.0,3.0,1.0,8.0,4,1.0,1.167
2003,2003_nba_finals_nets_vs_spurs,SAS,Bruce Bowen,1.0,3.0,0.0,2.0,5,0.333,0.333
2003,2003_nba_finals_nets_vs_spurs,NJN,Jason Collins,2.0,2.0,0.0,4.0,4,1.0,1.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Anthony Johnson,0.0,1.0,0.0,0.0,2,0.0,0.0
2003,2003_nba_finals_nets_vs_spurs,SAS,Kevin Willis,0.0,1.0,0.0,0.0,2,0.0,0.0
2003,2003_nba_finals_nets_vs_spurs,SAS,Steve Smith,0.0,1.0,0.0,0.0,1,0.0,0.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Brian Scalabrine,0.0,0.0,0.0,0.0,1,,
2003,2003_nba_finals_nets_vs_spurs,NJN,Tamar Slay,0.0,0.0,0.0,0.0,1,,
2003,2003_nba_finals_nets_vs_spurs,SAS,Danny Ferry,0.0,0.0,0.0,0.0,3,,
2002,2002_nba_finals_nets_vs_lakers,NJN,Jason Kidd,11.0,29.0,4.0,26.0,4,0.379,0.448
2002,2002_nba_finals_nets_vs_lakers,NJN,Kenyon Martin,12.0,20.0,1.0,30.0,4,0.6,0.625
2002,2002_nba_finals_nets_vs_lakers,LAL,Kobe Bryant,12.0,19.0,3.0,33.0,4,0.632,0.711
2002,2002_nba_finals_nets_vs_lakers,LAL,Shaquille O'Neal,6.0,14.0,0.0,29.0,4,0.429,0.429
2002,2002_nba_finals_nets_vs_lakers,NJN,Lucious Harris,5.0,12.0,1.0,14.0,3,0.417,0.458
2002,2002_nba_finals_nets_vs_lakers,LAL,Devean George,5.0,9.0,1.0,14.0,4,0.556,0.611
2002,2002_nba_finals_nets_vs_lakers,LAL,Brian Shaw,1.0,9.0,0.0,2.0,4,0.111,0.111
2002,2002_nba_finals_nets_vs_lakers,LAL,Robert Horry,3.0,7.0,2.0,8.0,4,0.429,0.571
2002,2002_nba_finals_nets_vs_lakers,NJN,Keith Van Horn,3.0,7.0,0.0,6.0,3,0.429,0.429
2002,2002_nba_finals_nets_vs_lakers,NJN,Richard Jefferson,3.0,7.0,0.0,6.0,4,0.429,0.429
2002,2002_nba_finals_nets_vs_lakers,LAL,Derek Fisher,5.0,6.0,2.0,17.0,4,0.833,1.0
2002,2002_nba_finals_nets_vs_lakers,NJN,Kerry Kittles,3.0,6.0,2.0,8.0,2,0.5,0.667
2002,2002_nba_finals_nets_vs_lakers,NJN,Jason Collins,2.0,3.0,0.0,9.0,4,0.667,0.667
2002,2002_nba_finals_nets_vs_lakers,NJN,Aaron Williams,2.0,2.0,0.0,6.0,2,1.0,1.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Rick Fox,1.0,2.0,0.0,8.0,4,0.5,0.5
2002,2002_nba_finals_nets_vs_lakers,LAL,Mitch Richmond,1.0,1.0,0.0,2.0,1,1.0,1.0
2002,2002_nba_finals_nets_vs_lakers,NJN,Anthony Johnson,0.0,1.0,0.0,0.0,2,0.0,0.0
2002,2002_nba_finals_nets_vs_lakers,NJN,Donny Marshall,0.0,1.0,0.0,0.0,2,0.0,0.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Mark Madsen,0.0,0.0,0.0,0.0,1,,
2002,2002_nba_finals_nets_vs_lakers,LAL,Samaki Walker,0.0,0.0,0.0,0.0,3,,
2002,2002_nba_finals_nets_vs_lakers,NJN,Brian Scalabrine,0.0,0.0,0.0,0.0,1,,
2002,2002_nba_finals_nets_vs_lakers,NJN,Todd MacCulloch,0.0,0.0,0.0,0.0,1,,
2001,2001_nba_finals_76ers_vs_lakers,PHI,Allen Iverson,16.0,35.0,6.0,50.0,5,0.457,0.543
2001,2001_nba_finals_76ers_vs_lakers,LAL,Shaquille O'Neal,9.0,20.0,0.0,22.0,5,0.45,0.45
2001,2001_nba_finals_76ers_vs_lakers,LAL,Kobe Bryant,6.0,17.0,2.0,22.0,5,0.353,0.412
2001,2001_nba_finals_76ers_vs_lakers,PHI,Eric Snow,6.0,16.0,0.0,21.0,5,0.375,0.375
2001,2001_nba_finals_76ers_vs_lakers,PHI,Tyrone Hill,5.0,14.0,0.0,13.0,5,0.357,0.357
2001,2001_nba_finals_76ers_vs_lakers,PHI,Aaron McKie,3.0,12.0,1.0,8.0,5,0.25,0.292
2001,2001_nba_finals_76ers_vs_lakers,LAL,Robert Horry,7.0,11.0,4.0,24.0,5,0.636,0.818
2001,2001_nba_finals_76ers_vs_lakers,LAL,Derek Fisher,4.0,9.0,4.0,12.0,4,0.444,0.667
2001,2001_nba_finals_76ers_vs_lakers,LAL,Brian Shaw,3.0,8.0,3.0,10.0,5,0.375,0.562
2001,2001_nba_finals_76ers_vs_lakers,PHI,Dikembe Mutombo,5.0,7.0,0.0,10.0,5,0.714,0.714
2001,2001_nba_finals_76ers_vs_lakers,LAL,Tyronn Lue,3.0,6.0,2.0,8.0,5,0.5,0.667
2001,2001_nba_finals_76ers_vs_lakers,PHI,Raja Bell,2.0,6.0,0.0,6.0,5,0.333,0.333
2001,2001_nba_finals_76ers_vs_lakers,LAL,Rick Fox,3.0,5.0,1.0,8.0,5,0.6,0.7
2001,2001_nba_finals_76ers_vs_lakers,PHI,Rodney Buford,1.0,4.0,0.0,2.0,2,0.25,0.25
2001,2001_nba_finals_76ers_vs_lakers,PHI,Todd MacCulloch,0.0,3.0,0.0,0.0,4,0.0,0.0
2001,2001_nba_finals_76ers_vs_lakers,PHI,Jumaine Jones,1.0,2.0,0.0,2.0,5,0.5,0.5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Kevin Ollie,1.0,2.0,0.0,5.0,4,0.5,0.5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Horace Grant,0.0,2.0,0.0,0.0,5,0.0,0.0
2001,2001_nba_finals_76ers_vs_lakers,LAL,Ron Harper,1.0,1.0,0.0,3.0,2,1.0,1.0
2001,2001_nba_finals_76ers_vs_lakers,LAL,Mark Madsen,0.0,0.0,0.0,0.0,1,,
2001,2001_nba_finals_76ers_vs_lakers,PHI,George Lynch,0.0,0.0,0.0,0.0,1,,
2001,2001_nba_finals_76ers_vs_lakers,PHI,Matt Geiger,0.0,0.0,0.0,0.0,3,,
2000,2000_nba_finals_pacers_vs_lakers,LAL,Shaquille O'Neal,26.0,38.0,0.0,69.0,6,0.684,0.684
2000,2000_nba_finals_pacers_vs_lakers,IND,Jalen Rose,6.0,22.0,1.0,30.0,6,0.273,0.295
2000,2000_nba_finals_pacers_vs_lakers,IND,Reggie Miller,7.0,18.0,4.0,34.0,6,0.389,0.5
2000,2000_nba_finals_pacers_vs_lakers,IND,Austin Croshere,9.0,17.0,1.0,40.0,6,0.529,0.559
2000,2000_nba_finals_pacers_vs_lakers,LAL,Robert Horry,7.0,15.0,2.0,19.0,6,0.467,0.533
2000,2000_nba_finals_pacers_vs_lakers,LAL,Kobe Bryant,3.0,15.0,0.0,14.0,4,0.2,0.2
2000,2000_nba_finals_pacers_vs_lakers,LAL,Derek Fisher,5.0,13.0,4.0,17.0,6,0.385,0.538
2000,2000_nba_finals_pacers_vs_lakers,IND,Travis Best,4.0,12.0,2.0,12.0,5,0.333,0.417
2000,2000_nba_finals_pacers_vs_lakers,LAL,Ron Harper,4.0,11.0,2.0,14.0,4,0.364,0.455
2000,2000_nba_finals_pacers_vs_lakers,IND,Sam Perkins,6.0,10.0,6.0,18.0,6,0.6,0.9
2000,2000_nba_finals_pacers_vs_lakers,LAL,Brian Shaw,1.0,9.0,0.0,2.0,6,0.111,0.111
2000,2000_nba_finals_pacers_vs_lakers,LAL,Glen Rice,2.0,7.0,2.0,8.0,5,0.286,0.429
2000,2000_nba_finals_pacers_vs_lakers,LAL,Rick Fox,5.0,6.0,3.0,20.0,6,0.833,1.083
2000,2000_nba_finals_pacers_vs_lakers,IND,Mark Jackson,1.0,5.0,1.0,4.0,6,0.2,0.3
2000,2000_nba_finals_pacers_vs_lakers,IND,Dale Davis,3.0,4.0,0.0,9.0,5,0.75,0.75
2000,2000_nba_finals_pacers_vs_lakers,IND,Jonathan Bender,2.0,3.0,0.0,7.0,2,0.667,0.667
2000,2000_nba_finals_pacers_vs_lakers,LAL,John Salley,2.0,3.0,0.0,4.0,3,0.667,0.667
2000,2000_nba_finals_pacers_vs_lakers,IND,Chris Mullin,1.0,2.0,0.0,4.0,2,0.5,0.5
2000,2000_nba_finals_pacers_vs_lakers,IND,Žan Tabak,1.0,1.0,0.0,2.0,2,1.0,1.0
2000,2000_nba_finals_pacers_vs_lakers,LAL,Travis Knight,1.0,1.0,0.0,3.0,1,1.0,1.0
2000,2000_nba_finals_pacers_vs_lakers,IND,Derrick McKey,0.0,1.0,0.0,0.0,5,0.0,0.0
2000,2000_nba_finals_pacers_vs_lakers,LAL,Devean George,0.0,1.0,0.0,1.0,1,0.0,0.0
2000,2000_nba_finals_pacers_vs_lakers,IND,Rik Smits,0.0,0.0,0.0,0.0,3,,
2000,2000_nba_finals_pacers_vs_lakers,LAL,A.C. Green,0.0,0.0,0.0,0.0,1,,
1999,1999_nba_finals_knicks_vs_spurs,NYK,Latrell Sprewell,15.0,36.0,2.0,43.0,5,0.417,0.444
1999,1999_nba_finals_knicks_vs_spurs,SAS,Tim Duncan,8.0,22.0,0.0,28.0,5,0.364,0.364
1999,1999_nba_finals_knicks_vs_spurs,NYK,Allan Houston,5.0,18.0,0.0,15.0,5,0.278,0.278
1999,1999_nba_finals_knicks_vs_spurs,SAS,David Robinson,6.0,12.0,0.0,25.0,5,0.5,0.5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Marcus Camby,8.0,11.0,0.0,20.0,5,0.727,0.727
1999,1999_nba_finals_knicks_vs_spurs,SAS,Mario Elie,4.0,11.0,1.0,18.0,5,0.364,0.409
1999,1999_nba_finals_knicks_vs_spurs,SAS,Sean Elliott,3.0,11.0,1.0,12.0,5,0.273,0.318
1999,1999_nba_finals_knicks_vs_spurs,NYK,Chris Childs,2.0,10.0,0.0,5.0,4,0.2,0.2
1999,1999_nba_finals_knicks_vs_spurs,SAS,Avery Johnson,2.0,10.0,0.0,6.0,5,0.2,0.2
1999,1999_nba_finals_knicks_vs_spurs,SAS,Jaren Jackson,4.0,9.0,4.0,12.0,5,0.444,0.667
1999,1999_nba_finals_knicks_vs_spurs,NYK,Larry Johnson,2.0,9.0,1.0,7.0,5,0.222,0.278
1999,1999_nba_finals_knicks_vs_spurs,NYK,Kurt Thomas,4.0,7.0,0.0,10.0,4,0.571,0.571
1999,1999_nba_finals_knicks_vs_spurs,SAS,Steve Kerr,1.0,3.0,1.0,3.0,3,0.333,0.5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Charlie Ward,0.0,2.0,0.0,1.0,5,0.0,0.0
1999,1999_nba_finals_knicks_vs_spurs,NYK,Chris Dudley,0.0,1.0,0.0,0.0,3,0.0,0.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,Antonio Daniels,0.0,1.0,0.0,0.0,4,0.0,0.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,Malik Rose,0.0,1.0,0.0,0.0,5,0.0,0.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,Gerard King,0.0,0.0,0.0,0.0,2,,
1998,1998_nba_finals_bulls_vs_jazz,CHI,Michael Jordan,15.0,40.0,0.0,53.0,5,0.375,0.375
1998,1998_nba_finals_bulls_vs_jazz,UTA,Karl Malone,11.0,25.0,0.0,25.0,5,0.44,0.44
1998,1998_nba_finals_bulls_vs_jazz,UTA,Chris Morris,7.0,18.0,0.0,16.0,6,0.389,0.389
1998,1998_nba_finals_bulls_vs_jazz,CHI,Scottie Pippen,4.0,13.0,1.0,17.0,6,0.308,0.346
1998,1998_nba_finals_bulls_vs_jazz,UTA,Bryon Russell,5.0,12.0,3.0,15.0,5,0.417,0.542
1998,1998_nba_finals_bulls_vs_jazz,UTA,Shandon Anderson,5.0,12.0,0.0,14.0,6,0.417,0.417
1998,1998_nba_finals_bulls_vs_jazz,UTA,John Stockton,3.0,12.0,1.0,7.0,5,0.25,0.292
1998,1998_nba_finals_bulls_vs_jazz,CHI,Toni Kukoč,4.0,11.0,3.0,15.0,6,0.364,0.5
1998,1998_nba_finals_bulls_vs_jazz,CHI,Scott Burrell,5.0,9.0,0.0,10.0,5,0.556,0.556
1998,1998_nba_finals_bulls_vs_jazz,CHI,Steve Kerr,4.0,8.0,4.0,14.0,6,0.5,0.75
1998,1998_nba_finals_bulls_vs_jazz,CHI,Luc Longley,3.0,7.0,0.0,10.0,5,0.429,0.429
1998,1998_nba_finals_bulls_vs_jazz,UTA,Jeff Hornacek,3.0,6.0,1.0,10.0,5,0.5,0.583
1998,1998_nba_finals_bulls_vs_jazz,UTA,Howard Eisley,1.0,6.0,0.0,2.0,5,0.167,0.167
1998,1998_nba_finals_bulls_vs_jazz,UTA,Jacque Vaughn,0.0,6.0,0.0,0.0,1,0.0,0.0
1998,1998_nba_finals_bulls_vs_jazz,UTA,Antoine Carr,4.0,5.0,0.0,10.0,6,0.8,0.8
1998,1998_nba_finals_bulls_vs_jazz,UTA,Adam Keefe,2.0,4.0,0.0,4.0,5,0.5,0.5
1998,1998_nba_finals_bulls_vs_jazz,CHI,Bill Wennington,1.0,4.0,0.0,2.0,2,0.25,0.25
1998,1998_nba_finals_bulls_vs_jazz,CHI,Dennis Rodman,2.0,3.0,0.0,10.0,6,0.667,0.667
1998,1998_nba_finals_bulls_vs_jazz,CHI,Jud Buechler,2.0,3.0,2.0,6.0,3,0.667,1.0
1998,1998_nba_finals_bulls_vs_jazz,CHI,Randy Brown,1.0,3.0,0.0,2.0,1,0.333,0.333
1998,1998_nba_finals_bulls_vs_jazz,CHI,Dickey Simpkins,1.0,2.0,0.0,2.0,1,0.5,0.5
1998,1998_nba_finals_bulls_vs_jazz,UTA,Greg Foster,0.0,2.0,0.0,0.0,2,0.0,0.0
1998,1998_nba_finals_bulls_vs_jazz,CHI,Ron Harper,1.0,1.0,0.0,3.0,4,1.0,1.0
1998,1998_nba_finals_bulls_vs_jazz,UTA,Greg Ostertag,1.0,1.0,0.0,2.0,3,1.0,1.0
1997,1997_nba_finals_jazz_vs_bulls,CHI,Michael Jordan,25.0,51.0,4.0,64.0,6,0.49,0.529
1997,1997_nba_finals_jazz_vs_bulls,UTA,Karl Malone,11.0,25.0,0.0,35.0,6,0.44,0.44
1997,1997_nba_finals_jazz_vs_bulls,CHI,Scottie Pippen,10.0,25.0,6.0,33.0,6,0.4,0.52
1997,1997_nba_finals_jazz_vs_bulls,UTA,John Stockton,10.0,22.0,4.0,37.0,6,0.455,0.545
