Year,Series,Team,Player,Closeout_Game,Closeout_PTS,Other_PTS_mean,Other_G,rel_closeout_PTS
2006,2006_nba_finals_heat_vs_mavericks,DAL,DeSagana Diop,6,2.0,1.6,5,0.4
2006,2006_nba_finals_heat_vs_mavericks,MIA,Gary Payton,6,2.0,2.8,5,-0.8
2006,2006_nba_finals_heat_vs_mavericks,DAL,Erick Dampier,6,1.0,6.6,5,-5.6
2006,2006_nba_finals_heat_vs_mavericks,DAL,Adrian Griffin,6,0.0,3.6,5,-3.6
2006,2006_nba_finals_heat_vs_mavericks,DAL,D.J. Mbenga,6,0.0,0.0,1,0.0
2006,2006_nba_finals_heat_vs_mavericks,DAL,Darrell Armstrong,4,0.0,0.0,1,0.0
2006,2006_nba_finals_heat_vs_mavericks,MIA,Jason Kapono,4,0.0,0.0,1,0.0
2006,2006_nba_finals_heat_vs_mavericks,DAL,Josh Powell,4,0.0,0.0,1,0.0
2006,2006_nba_finals_heat_vs_mavericks,DAL,Keith Van Horn,5,0.0,1.4,5,0.0
2006,2006_nba_finals_heat_vs_mavericks,MIA,Michael Doleac,4,0.0,0.0,1,0.0
2006,2006_nba_finals_heat_vs_mavericks,MIA,Shandon Anderson,6,0.0,2.0,3,-2.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tim Duncan,7,25.0,19.833,6,5.167
2005,2005_nba_finals_pistons_vs_spurs,SAS,Manu Ginóbili,7,23.0,18.0,6,5.0
2005,2005_nba_finals_pistons_vs_spurs,DET,Richard Hamilton,7,15.0,17.0,6,-2.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Robert Horry,7,15.0,9.833,6,5.167
2005,2005_nba_finals_pistons_vs_spurs,DET,Chauncey Billups,7,13.0,21.667,6,-8.667
2005,2005_nba_finals_pistons_vs_spurs,DET,Ben Wallace,7,12.0,10.5,6,1.5
2005,2005_nba_finals_pistons_vs_spurs,DET,Rasheed Wallace,7,11.0,10.833,6,0.167
2005,2005_nba_finals_pistons_vs_spurs,DET,Antonio McDyess,7,10.0,10.167,6,-0.167
2005,2005_nba_finals_pistons_vs_spurs,DET,Tayshaun Prince,7,9.0,10.333,6,-1.333
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tony Parker,7,8.0,14.833,6,-6.833
2005,2005_nba_finals_pistons_vs_spurs,SAS,Brent Barry,7,5.0,4.5,6,0.5
2005,2005_nba_finals_pistons_vs_spurs,SAS,Bruce Bowen,7,5.0,8.333,6,-3.333
2005,2005_nba_finals_pistons_vs_spurs,DET,Lindsey Hunter,7,4.0,5.833,6,-1.833
2005,2005_nba_finals_pistons_vs_spurs,SAS,Beno Udrih,6,0.0,2.4,5,0.0
2005,2005_nba_finals_pistons_vs_spurs,DET,Carlos Arroyo,6,0.0,2.2,5,0.0
2005,2005_nba_finals_pistons_vs_spurs,DET,Darko Miličić,4,0.0,0.667,3,0.0
2005,2005_nba_finals_pistons_vs_spurs,DET,Darvin Ham,7,0.0,0.5,4,-0.5
2005,2005_nba_finals_pistons_vs_spurs,SAS,Devin Brown,7,0.0,2.2,5,-2.2
2005,2005_nba_finals_pistons_vs_spurs,DET,Elden Campbell,7,0.0,0.0,0,0.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Glenn Robinson,3,0.0,0.667,3,0.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Nazr Mohammed,7,0.0,5.667,6,-5.667
2005,2005_nba_finals_pistons_vs_spurs,SAS,Rasho Nesterović,4,0.0,0.5,4,0.0
2005,2005_nba_finals_pistons_vs_spurs,DET,Ronald Dupree,7,0.0,0.0,4,0.0
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tony Massenburg,4,0.0,0.0,3,0.0
2004,2004_nba_finals_pistons_vs_lakers,LAL,Kobe Bryant,5,24.0,22.25,4,1.75
2004,2004_nba_finals_pistons_vs_lakers,DET,Richard Hamilton,5,21.0,21.5,4,-0.5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Shaquille O'Neal,5,20.0,28.25,4,-8.25
2004,2004_nba_finals_pistons_vs_lakers,DET,Ben Wallace,5,18.0,9.0,4,9.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Tayshaun Prince,5,17.0,8.25,4,8.75
2004,2004_nba_finals_pistons_vs_lakers,DET,Chauncey Billups,5,14.0,22.75,4,-8.75
2004,2004_nba_finals_pistons_vs_lakers,DET,Rasheed Wallace,5,11.0,13.5,4,-2.5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Derek Fisher,5,10.0,5.5,4,4.5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Stanislav Medvedenko,5,10.0,2.0,4,8.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Mehmet Okur,5,7.0,1.333,3,5.667
2004,2004_nba_finals_pistons_vs_lakers,DET,Corliss Williamson,5,6.0,3.75,4,2.25
2004,2004_nba_finals_pistons_vs_lakers,LAL,Rick Fox,5,6.0,1.0,2,5.0
2004,2004_nba_finals_pistons_vs_lakers,LAL,Kareem Rush,5,5.0,3.25,4,1.75
2004,2004_nba_finals_pistons_vs_lakers,LAL,Brian Cook,5,4.0,0.0,2,4.0
2004,2004_nba_finals_pistons_vs_lakers,LAL,Devean George,5,4.0,6.25,4,-2.25
2004,2004_nba_finals_pistons_vs_lakers,DET,Elden Campbell,5,4.0,3.25,4,0.75
2004,2004_nba_finals_pistons_vs_lakers,LAL,Gary Payton,5,2.0,4.75,4,-2.75
2004,2004_nba_finals_pistons_vs_lakers,DET,Lindsey Hunter,5,2.0,4.0,4,-2.0
2004,2004_nba_finals_pistons_vs_lakers,LAL,Luke Walton,5,2.0,3.667,3,-1.667
2004,2004_nba_finals_pistons_vs_lakers,LAL,Bryon Russell,5,0.0,0.0,2,0.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Darko Miličić,5,0.0,0.0,2,0.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Darvin Ham,5,0.0,0.667,3,-0.667
2004,2004_nba_finals_pistons_vs_lakers,LAL,Karl Malone,4,0.0,5.0,4,0.0
2004,2004_nba_finals_pistons_vs_lakers,DET,Mike James,5,0.0,1.0,4,-1.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Jason Kidd,6,21.0,19.4,5,1.6
2003,2003_nba_finals_nets_vs_spurs,SAS,Tim Duncan,6,21.0,24.8,5,-3.8
2003,2003_nba_finals_nets_vs_spurs,SAS,Stephen Jackson,6,17.0,9.0,5,8.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Kerry Kittles,6,16.0,9.8,5,6.2
2003,2003_nba_finals_nets_vs_spurs,SAS,David Robinson,6,13.0,10.4,5,2.6
2003,2003_nba_finals_nets_vs_spurs,NJN,Richard Jefferson,6,13.0,13.2,5,-0.2
2003,2003_nba_finals_nets_vs_spurs,SAS,Speedy Claxton,6,13.0,4.8,5,8.2
2003,2003_nba_finals_nets_vs_spurs,SAS,Manu Ginóbili,6,11.0,8.2,5,2.8
2003,2003_nba_finals_nets_vs_spurs,NJN,Kenyon Martin,6,6.0,16.4,5,-10.4
2003,2003_nba_finals_nets_vs_spurs,SAS,Malik Rose,6,5.0,8.2,5,-3.2
2003,2003_nba_finals_nets_vs_spurs,NJN,Aaron Williams,6,4.0,6.0,4,-2.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Anthony Johnson,6,4.0,1.75,4,2.25
2003,2003_nba_finals_nets_vs_spurs,NJN,Dikembe Mutombo,6,4.0,2.0,5,2.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Jason Collins,6,4.0,3.6,5,0.4
2003,2003_nba_finals_nets_vs_spurs,SAS,Tony Parker,6,4.0,16.0,5,-12.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Rodney Rogers,6,3.0,5.0,5,-2.0
2003,2003_nba_finals_nets_vs_spurs,SAS,Bruce Bowen,6,2.0,3.6,5,-1.6
2003,2003_nba_finals_nets_vs_spurs,NJN,Lucious Harris,6,2.0,7.4,5,-5.4
2003,2003_nba_finals_nets_vs_spurs,SAS,Steve Kerr,6,2.0,2.0,3,0.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Brian Scalabrine,6,0.0,0.0,0,0.0
2003,2003_nba_finals_nets_vs_spurs,SAS,Danny Ferry,6,0.0,0.0,2,0.0
2003,2003_nba_finals_nets_vs_spurs,SAS,Kevin Willis,6,0.0,2.0,4,-2.0
2003,2003_nba_finals_nets_vs_spurs,SAS,Steve Smith,6,0.0,0.0,0,0.0
2003,2003_nba_finals_nets_vs_spurs,NJN,Tamar Slay,6,0.0,0.0,0,0.0
2002,2002_nba_finals_nets_vs_lakers,NJN,Kenyon Martin,4,35.0,17.667,3,17.333
2002,2002_nba_finals_nets_vs_lakers,LAL,Shaquille O'Neal,4,34.0,37.0,3,-3.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Kobe Bryant,4,25.0,27.333,3,-2.333
2002,2002_nba_finals_nets_vs_lakers,NJN,Lucious Harris,4,22.0,3.0,3,19.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Derek Fisher,4,13.0,12.667,3,0.333
2002,2002_nba_finals_nets_vs_lakers,NJN,Jason Kidd,4,13.0,23.333,3,-10.333
2002,2002_nba_finals_nets_vs_lakers,LAL,Robert Horry,4,12.0,6.667,3,5.333
2002,2002_nba_finals_nets_vs_lakers,LAL,Devean George,4,11.0,5.0,3,6.0
2002,2002_nba_finals_nets_vs_lakers,NJN,Kerry Kittles,4,11.0,13.0,3,-2.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Rick Fox,4,8.0,10.333,3,-2.333
2002,2002_nba_finals_nets_vs_lakers,NJN,Todd MacCulloch,4,8.0,7.333,3,0.667
2002,2002_nba_finals_nets_vs_lakers,NJN,Keith Van Horn,4,7.0,11.667,3,-4.667
2002,2002_nba_finals_nets_vs_lakers,LAL,Brian Shaw,4,6.0,2.667,3,3.333
2002,2002_nba_finals_nets_vs_lakers,NJN,Richard Jefferson,4,5.0,7.333,3,-2.333
2002,2002_nba_finals_nets_vs_lakers,NJN,Jason Collins,4,4.0,4.333,3,-0.333
2002,2002_nba_finals_nets_vs_lakers,NJN,Aaron Williams,4,2.0,4.0,3,-2.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Mitch Richmond,4,2.0,0.0,0,0.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Samaki Walker,4,2.0,0.667,3,1.333
2002,2002_nba_finals_nets_vs_lakers,NJN,Anthony Johnson,4,0.0,1.667,3,-1.667
2002,2002_nba_finals_nets_vs_lakers,NJN,Brian Scalabrine,2,0.0,0.0,1,0.0
2002,2002_nba_finals_nets_vs_lakers,NJN,Donny Marshall,4,0.0,0.0,1,0.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Lindsey Hunter,3,0.0,0.667,3,0.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Mark Madsen,2,0.0,0.0,1,0.0
2002,2002_nba_finals_nets_vs_lakers,LAL,Stanislav Medvedenko,3,0.0,1.0,2,0.0
2001,2001_nba_finals_76ers_vs_lakers,PHI,Allen Iverson,5,37.0,35.25,4,1.75
2001,2001_nba_finals_76ers_vs_lakers,LAL,Shaquille O'Neal,5,29.0,34.0,4,-5.0
2001,2001_nba_finals_76ers_vs_lakers,LAL,Kobe Bryant,5,26.0,24.25,4,1.75
2001,2001_nba_finals_76ers_vs_lakers,LAL,Rick Fox,5,20.0,7.25,4,12.75
2001,2001_nba_finals_76ers_vs_lakers,LAL,Derek Fisher,5,18.0,7.75,4,10.25
2001,2001_nba_finals_76ers_vs_lakers,PHI,Tyrone Hill,5,18.0,3.75,4,14.25
2001,2001_nba_finals_76ers_vs_lakers,PHI,Dikembe Mutombo,5,13.0,17.75,4,-4.75
2001,2001_nba_finals_76ers_vs_lakers,PHI,Eric Snow,5,13.0,12.5,4,0.5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Aaron McKie,5,7.0,8.25,4,-1.25
2001,2001_nba_finals_76ers_vs_lakers,LAL,Robert Horry,5,7.0,8.75,4,-1.75
2001,2001_nba_finals_76ers_vs_lakers,LAL,Horace Grant,5,6.0,5.0,4,1.0
2001,2001_nba_finals_76ers_vs_lakers,LAL,Brian Shaw,5,2.0,4.0,4,-2.0
2001,2001_nba_finals_76ers_vs_lakers,PHI,George Lynch,5,2.0,0.0,1,2.0
2001,2001_nba_finals_76ers_vs_lakers,PHI,Kevin Ollie,5,2.0,0.75,4,1.25
2001,2001_nba_finals_76ers_vs_lakers,PHI,Matt Geiger,5,2.0,6.0,4,-4.0
2001,2001_nba_finals_76ers_vs_lakers,PHI,Raja Bell,5,2.0,2.75,4,-0.75
2001,2001_nba_finals_76ers_vs_lakers,PHI,Jumaine Jones,5,0.0,2.5,4,-2.5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Mark Madsen,5,0.0,0.0,1,0.0
2001,2001_nba_finals_76ers_vs_lakers,PHI,Rodney Buford,5,0.0,1.0,2,-1.0
2001,2001_nba_finals_76ers_vs_lakers,LAL,Ron Harper,5,0.0,6.5,2,-6.5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Todd MacCulloch,5,0.0,3.25,4,-3.25
2001,2001_nba_finals_76ers_vs_lakers,LAL,Tyronn Lue,5,0.0,4.5,4,-4.5
2000,2000_nba_finals_pacers_vs_lakers,LAL,Shaquille O'Neal,6,41.0,37.4,5,3.6
2000,2000_nba_finals_pacers_vs_lakers,IND,Jalen Rose,6,29.0,21.8,5,7.2
2000,2000_nba_finals_pacers_vs_lakers,LAL,Kobe Bryant,6,26.0,13.0,4,13.0
2000,2000_nba_finals_pacers_vs_lakers,IND,Reggie Miller,6,25.0,24.2,5,0.8
2000,2000_nba_finals_pacers_vs_lakers,IND,Dale Davis,6,20.0,6.4,5,13.6
2000,2000_nba_finals_pacers_vs_lakers,IND,Austin Croshere,6,16.0,15.0,5,1.0
2000,2000_nba_finals_pacers_vs_lakers,LAL,Glen Rice,6,16.0,10.6,5,5.4
2000,2000_nba_finals_pacers_vs_lakers,IND,Mark Jackson,6,10.0,9.6,5,0.4
2000,2000_nba_finals_pacers_vs_lakers,LAL,Robert Horry,6,8.0,9.4,5,-1.4
2000,2000_nba_finals_pacers_vs_lakers,LAL,Rick Fox,6,7.0,6.6,5,0.4
2000,2000_nba_finals_pacers_vs_lakers,LAL,A.C. Green,6,6.0,4.8,5,1.2
2000,2000_nba_finals_pacers_vs_lakers,LAL,Derek Fisher,6,6.0,6.0,5,0.0
2000,2000_nba_finals_pacers_vs_lakers,LAL,Ron Harper,6,6.0,11.8,5,-5.8
2000,2000_nba_finals_pacers_vs_lakers,IND,Sam Perkins,6,6.0,6.0,5,0.0
2000,2000_nba_finals_pacers_vs_lakers,IND,Derrick McKey,6,3.0,1.6,5,1.4
2000,2000_nba_finals_pacers_vs_lakers,IND,Rik Smits,6,2.0,11.6,5,-9.6
2000,2000_nba_finals_pacers_vs_lakers,LAL,Brian Shaw,6,0.0,3.6,5,-3.6
2000,2000_nba_finals_pacers_vs_lakers,IND,Chris Mullin,5,0.0,1.333,3,0.0
2000,2000_nba_finals_pacers_vs_lakers,LAL,Devean George,5,0.0,1.0,1,0.0
2000,2000_nba_finals_pacers_vs_lakers,LAL,John Salley,5,0.0,1.0,4,0.0
2000,2000_nba_finals_pacers_vs_lakers,IND,Jonathan Bender,5,0.0,3.5,2,0.0
2000,2000_nba_finals_pacers_vs_lakers,IND,Travis Best,6,0.0,7.0,5,-7.0
2000,2000_nba_finals_pacers_vs_lakers,LAL,Travis Knight,5,0.0,1.25,4,0.0
2000,2000_nba_finals_pacers_vs_lakers,IND,Žan Tabak,5,0.0,0.667,3,0.0
1999,1999_nba_finals_knicks_vs_spurs,NYK,Latrell Sprewell,5,35.0,23.75,4,11.25
1999,1999_nba_finals_knicks_vs_spurs,SAS,Tim Duncan,5,31.0,26.5,4,4.5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Allan Houston,5,16.0,23.0,4,-7.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,David Robinson,5,15.0,17.0,4,-2.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,Jaren Jackson,5,11.0,5.5,4,5.5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Mario Elie,5,10.0,12.0,4,-2.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,Avery Johnson,5,8.0,9.5,4,-1.5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Larry Johnson,5,7.0,7.75,4,-0.75
1999,1999_nba_finals_knicks_vs_spurs,NYK,Marcus Camby,5,7.0,10.25,4,-3.25
1999,1999_nba_finals_knicks_vs_spurs,NYK,Kurt Thomas,5,6.0,5.5,4,0.5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Charlie Ward,5,4.0,6.25,4,-2.25
1999,1999_nba_finals_knicks_vs_spurs,NYK,Chris Childs,5,2.0,2.5,4,-0.5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Sean Elliott,5,2.0,9.5,4,-7.5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Malik Rose,5,1.0,1.25,4,-0.25
1999,1999_nba_finals_knicks_vs_spurs,SAS,Antonio Daniels,5,0.0,3.333,3,-3.333
1999,1999_nba_finals_knicks_vs_spurs,NYK,Chris Dudley,5,0.0,1.5,4,-1.5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Gerard King,3,0.0,0.0,2,0.0
1999,1999_nba_finals_knicks_vs_spurs,NYK,Herb Williams,5,0.0,0.0,1,0.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,Jerome Kersey,4,0.0,1.0,2,0.0
1999,1999_nba_finals_knicks_vs_spurs,NYK,Rick Brunson,3,0.0,0.0,1,0.0
1999,1999_nba_finals_knicks_vs_spurs,SAS,Steve Kerr,5,0.0,2.25,4,-2.25
1998,1998_nba_finals_bulls_vs_jazz,CHI,Michael Jordan,6,45.0,31.2,5,13.8
1998,1998_nba_finals_bulls_vs_jazz,UTA,Karl Malone,6,31.0,23.8,5,7.2
1998,1998_nba_finals_bulls_vs_jazz,UTA,Jeff Hornacek,6,17.0,9.4,5,7.6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Toni Kukoč,6,15.0,15.2,5,-0.2
1998,1998_nba_finals_bulls_vs_jazz,UTA,John Stockton,6,10.0,9.6,5,0.4
1998,1998_nba_finals_bulls_vs_jazz,UTA,Antoine Carr,6,9.0,3.2,5,5.8
1998,1998_nba_finals_bulls_vs_jazz,CHI,Ron Harper,6,8.0,4.8,5,3.2
1998,1998_nba_finals_bulls_vs_jazz,CHI,Scottie Pippen,6,8.0,17.2,5,-9.2
1998,1998_nba_finals_bulls_vs_jazz,UTA,Bryon Russell,6,7.0,9.2,5,-2.2
1998,1998_nba_finals_bulls_vs_jazz,CHI,Dennis Rodman,6,7.0,2.6,5,4.4
1998,1998_nba_finals_bulls_vs_jazz,UTA,Shandon Anderson,6,5.0,7.8,5,-2.8
1998,1998_nba_finals_bulls_vs_jazz,UTA,Howard Eisley,6,3.0,5.0,5,-2.0
1998,1998_nba_finals_bulls_vs_jazz,UTA,Adam Keefe,6,2.0,3.0,4,-1.0
1998,1998_nba_finals_bulls_vs_jazz,CHI,Bill Wennington,6,2.0,1.0,2,1.0
1998,1998_nba_finals_bulls_vs_jazz,UTA,Chris Morris,6,2.0,4.8,5,-2.8
1998,1998_nba_finals_bulls_vs_jazz,CHI,Jud Buechler,6,2.0,1.2,5,0.8
1998,1998_nba_finals_bulls_vs_jazz,CHI,Dickey Simpkins,3,0.0,1.0,2,0.0
1998,1998_nba_finals_bulls_vs_jazz,UTA,Greg Foster,6,0.0,1.6,5,-1.6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Greg Ostertag,5,0.0,2.2,5,0.0
1998,1998_nba_finals_bulls_vs_jazz,UTA,Jacque Vaughn,3,0.0,0.0,1,0.0
1998,1998_nba_finals_bulls_vs_jazz,CHI,Luc Longley,6,0.0,6.0,5,-6.0
1998,1998_nba_finals_bulls_vs_jazz,CHI,Randy Brown,3,0.0,1.0,2,0.0
1998,1998_nba_finals_bulls_vs_jazz,CHI,Scott Burrell,6,0.0,4.2,5,-4.2
1998,1998_nba_finals_bulls_vs_jazz,CHI,Steve Kerr,6,0.0,4.6,5,-4.6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Michael Jordan,6,39.0,31.0,5,8.0
1997,1997_nba_finals_jazz_vs_bulls,CHI,Scottie Pippen,6,23.0,19.4,5,3.6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Karl Malone,6,21.0,24.4,5,-3.4
1997,1997_nba_finals_jazz_vs_bulls,UTA,Jeff Hornacek,6,18.0,10.8,5,7.2
1997,1997_nba_finals_jazz_vs_bulls,UTA,Bryon Russell,6,17.0,10.2,5,6.8
1997,1997_nba_finals_jazz_vs_bulls,UTA,John Stockton,6,13.0,15.4,5,-2.4
1997,1997_nba_finals_jazz_vs_bulls,CHI,Steve Kerr,6,9.0,3.4,5,5.6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Toni Kukoč,6,9.0,7.8,5,1.2
1997,1997_nba_finals_jazz_vs_bulls,UTA,Shandon Anderson,6,8.0,3.0,3,5.0
1997,1997_nba_finals_jazz_vs_bulls,UTA,Howard Eisley,6,6.0,5.2,5,0.8
1997,1997_nba_finals_jazz_vs_bulls,CHI,Bison Dele,6,4.0,7.4,5,-3.4
1997,1997_nba_finals_jazz_vs_bulls,CHI,Jud Buechler,6,3.0,1.4,5,1.6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Antoine Carr,6,2.0,3.2,5,-1.2
1997,1997_nba_finals_jazz_vs_bulls,CHI,Ron Harper,6,2.0,5.4,5,-3.4
1997,1997_nba_finals_jazz_vs_bulls,CHI,Dennis Rodman,6,1.0,2.6,5,-1.6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Greg Ostertag,6,1.0,5.0,5,-4.0
1997,1997_nba_finals_jazz_vs_bulls,UTA,Adam Keefe,5,0.0,0.75,4,0.0
1997,1997_nba_finals_jazz_vs_bulls,UTA,Chris Morris,6,0.0,4.2,5,-4.2
1997,1997_nba_finals_jazz_vs_bulls,UTA,Greg Foster,6,0.0,6.6,5,-6.6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Jason Caffey,6,0.0,0.0,4,0.0
1997,1997_nba_finals_jazz_vs_bulls,CHI,Luc Longley,6,0.0,8.2,5,-8.2
1997,1997_nba_finals_jazz_vs_bulls,CHI,Randy Brown,6,0.0,1.0,4,-1.0
1988,1988_nba_finals_pistons_vs_lakers,DET,Adrian Dantley,4,27.0,22.333,3,4.667
1988,1988_nba_finals_pistons_vs_lakers,LAL,Magic Johnson,4,23.0,23.0,3,0.0
1988,1988_nba_finals_pistons_vs_lakers,DET,Vinnie Johnson,4,16.0,10.0,3,6.0
1988,1988_nba_finals_pistons_vs_lakers,DET,James Edwards,4,14.0,5.333,3,8.667
1988,1988_nba_finals_pistons_vs_lakers,DET,Bill Laimbeer,4,13.0,10.667,3,2.333
1988,1988_nba_finals_pistons_vs_lakers,LAL,Byron Scott,4,13.0,22.333,3,-9.333
1988,1988_nba_finals_pistons_vs_lakers,LAL,Kareem Abdul-Jabbar,4,13.0,11.667,3,1.333
1988,1988_nba_finals_pistons_vs_lakers,DET,Isiah Thomas,4,10.0,20.0,3,-10.0
1988,1988_nba_finals_pistons_vs_lakers,LAL,A.C. Green,4,9.0,14.0,3,-5.0
1988,1988_nba_finals_pistons_vs_lakers,DET,Rick Mahorn,4,8.0,3.667,3,4.333
1988,1988_nba_finals_pistons_vs_lakers,DET,Dennis Rodman,4,7.0,8.0,3,-1.0
1988,1988_nba_finals_pistons_vs_lakers,LAL,James Worthy,4,7.0,23.0,3,-16.0
1988,1988_nba_finals_pistons_vs_lakers,DET,Joe Dumars,4,6.0,9.333,3,-3.333
1988,1988_nba_finals_pistons_vs_lakers,LAL,Mychal Thompson,4,6.0,3.333,3,2.667
1988,1988_nba_finals_pistons_vs_lakers,LAL,Tony Campbell,4,6.0,0.0,0,0.0
1988,1988_nba_finals_pistons_vs_lakers,DET,John Salley,4,4.0,6.333,3,-2.333
1988,1988_nba_finals_pistons_vs_lakers,LAL,Wes Matthews,4,4.0,0.0,2,4.0
1988,1988_nba_finals_pistons_vs_lakers,LAL,Michael Cooper,4,3.0,2.333,3,0.667
1988,1988_nba_finals_pistons_vs_lakers,DET,Chuck Nevitt,4,2.0,0.0,0,0.0
1988,1988_nba_finals_pistons_vs_lakers,LAL,Kurt Rambis,4,2.0,1.0,1,1.0
1988,1988_nba_finals_pistons_vs_lakers,DET,Ralph Lewis,4,2.0,0.0,1,2.0
1988,1988_nba_finals_pistons_vs_lakers,DET,Walker Russell,4,2.0,0.0,1,2.0
1988,1988_nba_finals_pistons_vs_lakers,LAL,Mike Smrek,4,0.0,0.0,0,0.0
1988,1988_nba_finals_pistons_vs_lakers,LAL,Milt Wagner,4,0.0,0.0,0,0.0
1987,1987_nba_finals_celtics_vs_lakers,BOS,Dennis Johnson,6,33.0,18.6,5,14.4
1987,1987_nba_finals_celtics_vs_lakers,LAL,Kareem Abdul-Jabbar,6,32.0,19.6,5,12.4
1987,1987_nba_finals_celtics_vs_lakers,LAL,James Worthy,6,22.0,20.4,5,1.6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Kevin McHale,6,20.0,20.6,5,-0.6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Larry Bird,6,16.0,25.8,5,-9.8
1987,1987_nba_finals_celtics_vs_lakers,LAL,Magic Johnson,6,16.0,28.2,5,-12.2
1987,1987_nba_finals_celtics_vs_lakers,LAL,Mychal Thompson,6,15.0,10.4,5,4.6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Robert Parish,6,12.0,17.6,5,-5.6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Byron Scott,6,8.0,12.6,5,-4.6
1987,1987_nba_finals_celtics_vs_lakers,LAL,A.C. Green,6,6.0,8.2,5,-2.2
1987,1987_nba_finals_celtics_vs_lakers,BOS,Darren Daye,6,6.0,4.2,5,1.8
1987,1987_nba_finals_celtics_vs_lakers,LAL,Michael Cooper,6,6.0,13.2,5,-7.2
1987,1987_nba_finals_celtics_vs_lakers,BOS,Bill Walton,6,2.0,1.0,4,1.0
1987,1987_nba_finals_celtics_vs_lakers,BOS,Danny Ainge,6,2.0,14.6,5,-12.6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Greg Kite,6,2.0,0.6,5,1.4
1987,1987_nba_finals_celtics_vs_lakers,LAL,Kurt Rambis,6,1.0,2.0,5,-1.0
1987,1987_nba_finals_celtics_vs_lakers,LAL,Adrian Branch,6,0.0,1.667,3,-1.667
1987,1987_nba_finals_celtics_vs_lakers,BOS,Conner Henry,6,0.0,3.333,3,-3.333
1987,1987_nba_finals_celtics_vs_lakers,BOS,Fred Roberts,6,0.0,5.5,4,-5.5
1987,1987_nba_finals_celtics_vs_lakers,BOS,Jerry Sichting,6,0.0,1.6,5,-1.6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Mike Smrek,6,0.0,0.667,3,-0.667
1987,1987_nba_finals_celtics_vs_lakers,BOS,Sam Vincent,6,0.0,6.333,3,-6.333
1987,1987_nba_finals_celtics_vs_lakers,LAL,Wes Matthews,6,0.0,1.667,3,-1.667
1986,1986_nba_finals_rockets_vs_celtics,BOS,Kevin McHale,6,29.0,25.2,5,3.8
1986,1986_nba_finals_rockets_vs_celtics,BOS,Larry Bird,6,29.0,23.0,5,6.0
1986,1986_nba_finals_rockets_vs_celtics,BOS,Danny Ainge,6,19.0,13.6,5,5.4
1986,1986_nba_finals_rockets_vs_celtics,HOU,Hakeem Olajuwon,6,19.0,25.8,5,-6.8
