,Yr,Lg,Series,Unnamed: 3_level_1,Unnamed: 4_level_1,Team,W,Unnamed: 7_level_1,Team,W,Unnamed: 10_level_1,Favorite,Underdog
745,1976,NBA,Western Conf Semifinals,"Apr 13 - Apr 27, 1976",,Phoenix Suns (3),4,,Seattle SuperSonics (2),2,,,
746,1976,NBA,Eastern Conf Finals,"May 6 - May 18, 1976",,Boston Celtics (1),4,,Cleveland Cavaliers (2),2,,,
747,1976,NBA,Western Conf Finals,"May 2 - May 16, 1976",,Phoenix Suns (3),4,,Golden State Warriors (1),3,,,
748,1976,NBA,Finals,"May 23 - Jun 6, 1976",,Boston Celtics (1),4,,Phoenix Suns (3),2,,,
749,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
750,1976,ABA,First Round,"Apr 8 - Apr 12, 1976",,Kentucky Colonels (4),2,,Indiana Pacers (5),1,,,
751,1976,ABA,Semifinals,"Apr 15 - Apr 28, 1976",,Denver Nuggets (1),4,,Kentucky Colonels (4),3,,,
752,1976,ABA,Semifinals,"Apr 9 - Apr 24, 1976",,New York Nets (2),4,,San Antonio Spurs (3),3,,,
753,1976,ABA,Finals,"May 1 - May 13, 1976",,New York Nets (2),4,,Denver Nuggets (1),2,,,
754,,,,,,,,,,,,,
755,1975,NBA,Eastern Conf First Round,"Apr 8 - Apr 12, 1975",,Houston Rockets (4),2,,New York Knicks (5),1,,,
756,1975,NBA,Western Conf First Round,"Apr 8 - Apr 12, 1975",,Seattle SuperSonics (4),2,,Detroit Pistons (5),1,,,
757,1975,NBA,Eastern Conf Semifinals,"Apr 14 - Apr 24, 1975",,Boston Celtics (1),4,,Houston Rockets (4),1,,,
758,1975,NBA,Eastern Conf Semifinals,"Apr 10 - Apr 25, 1975",,Washington Bullets (2),4,,Buffalo Braves (3),3,,,
759,1975,NBA,Western Conf Semifinals,"Apr 9 - Apr 23, 1975",,Chicago Bulls (2),4,,Kansas City-Omaha Kings (3),2,,,
760,1975,NBA,Western Conf Semifinals,"Apr 14 - Apr 24, 1975",,Golden State Warriors (1),4,,Seattle SuperSonics (4),2,,,
761,1975,NBA,Eastern Conf Finals,"Apr 27 - May 11, 1975",,Washington Bullets (2),4,,Boston Celtics (1),2,,,
762,1975,NBA,Western Conf Finals,"Apr 27 - May 14, 1975",,Golden State Warriors (1),4,,Chicago Bulls (2),3,,,
763,1975,NBA,Finals,"May 18 - May 25, 1975",,Golden State Warriors (1),4,,Washington Bullets (2),0,,,
764,,,,,,,,,,,,,
765,1975,ABA,Eastern Div Tiebreak,-,,Kentucky Colonels,1,,New York Nets,0,,,
766,1975,ABA,Eastern Div Semifinals,"Apr 6 - Apr 13, 1975",,Kentucky Colonels (1),4,,Memphis Sounds (4),1,,,
767,1975,ABA,Eastern Div Semifinals,"Apr 6 - Apr 15, 1975",,Spirits of St. Louis (3),4,,New York Nets (2),1,,,
768,1975,ABA,Western Div Semifinals,"Apr 6 - Apr 14, 1975",,Denver Nuggets (1),4,,Utah Stars (4),2,,,
769,1975,ABA,Western Div Semifinals,"Apr 5 - Apr 16, 1975",,Indiana Pacers (3),4,,San Antonio Spurs (2),2,,,
770,1975,ABA,Eastern Div Finals,"Apr 21 - Apr 28, 1975",,Kentucky Colonels (1),4,,Spirits of St. Louis (3),1,,,
771,1975,ABA,Western Div Finals,"Apr 20 - May 3, 1975",,Indiana Pacers (3),4,,Denver Nuggets (1),3,,,
772,1975,ABA,Finals,"May 13 - May 22, 1975",,Kentucky Colonels (1),4,,Indiana Pacers (3),1,,,
773,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
774,1974,NBA,Eastern Conf Semifinals,"Mar 30 - Apr 12, 1974",,Boston Celtics (1),4,,Buffalo Braves (4),2,,,
775,1974,NBA,Eastern Conf Semifinals,"Mar 29 - Apr 12, 1974",,New York Knicks (2),4,,Capital Bullets (3),3,,,
776,1974,NBA,Western Conf Semifinals,"Mar 30 - Apr 13, 1974",,Chicago Bulls (2),4,,Detroit Pistons (3),3,,,
777,1974,NBA,Western Conf Semifinals,"Mar 29 - Apr 7, 1974",,Milwaukee Bucks (1),4,,Los Angeles Lakers (4),1,,,
778,1974,NBA,Eastern Conf Finals,"Apr 14 - Apr 24, 1974",,Boston Celtics (1),4,,New York Knicks (2),1,,,
779,1974,NBA,Western Conf Finals,"Apr 16 - Apr 22, 1974",,Milwaukee Bucks (1),4,,Chicago Bulls (2),0,,,
780,1974,NBA,Finals,"Apr 28 - May 12, 1974",,Boston Celtics (1),4,,Milwaukee Bucks (1),3,,,
781,,,,,,,,,,,,,
782,1974,ABA,Western Div Tiebreak,-,,San Diego Conquistadors,1,,Denver Rockets,0,,,
783,1974,ABA,Eastern Div Semifinals,"Apr 1 - Apr 8, 1974",,Kentucky Colonels (2),4,,Carolina Cougars (3),0,,,
784,1974,ABA,Eastern Div Semifinals,"Mar 29 - Apr 8, 1974",,New York Nets (1),4,,Virginia Squires (4),1,,,
785,1974,ABA,Western Div Semifinals,"Mar 30 - Apr 12, 1974",,Indiana Pacers (2),4,,San Antonio Spurs (3),3,,,
786,1974,ABA,Western Div Semifinals,"Mar 30 - Apr 8, 1974",,Utah Stars (1),4,,San Diego Conquistadors (4),2,,,
787,1974,ABA,Eastern Div Finals,"Apr 13 - Apr 20, 1974",,New York Nets (1),4,,Kentucky Colonels (2),0,,,
788,1974,ABA,Western Div Finals,"Apr 13 - Apr 27, 1974",,Utah Stars (1),4,,Indiana Pacers (2),3,,,
789,1974,ABA,Finals,"Apr 30 - May 10, 1974",,New York Nets (1),4,,Utah Stars (1),1,,,
790,,,,,,,,,,,,,
791,1973,NBA,Eastern Conf Semifinals,"Apr 1 - Apr 13, 1973",,Boston Celtics (1),4,,Atlanta Hawks (4),2,,,
792,1973,NBA,Eastern Conf Semifinals,"Mar 30 - Apr 8, 1973",,New York Knicks (2),4,,Baltimore Bullets (3),1,,,
793,1973,NBA,Western Conf Semifinals,"Mar 30 - Apr 13, 1973",,Golden State Warriors (4),4,,Milwaukee Bucks (1),2,,,
794,1973,NBA,Western Conf Semifinals,"Mar 30 - Apr 15, 1973",,Los Angeles Lakers (2),4,,Chicago Bulls (3),3,,,
795,1973,NBA,Eastern Conf Finals,"Apr 15 - Apr 29, 1973",,New York Knicks (2),4,,Boston Celtics (1),3,,,
796,1973,NBA,Western Conf Finals,"Apr 17 - Apr 25, 1973",,Los Angeles Lakers (2),4,,Golden State Warriors (4),1,,,
797,1973,NBA,Finals,"May 1 - May 10, 1973",,New York Knicks (2),4,,Los Angeles Lakers (2),1,,,
798,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
799,1973,ABA,Eastern Div Semifinals,"Mar 30 - Apr 6, 1973",,Carolina Cougars (1),4,,New York Nets (4),1,,,
800,1973,ABA,Eastern Div Semifinals,"Mar 30 - Apr 7, 1973",,Kentucky Colonels (2),4,,Virginia Squires (3),1,,,
801,1973,ABA,Western Div Semifinals,"Mar 31 - Apr 7, 1973",,Indiana Pacers (2),4,,Denver Rockets (3),1,,,
802,1973,ABA,Western Div Semifinals,"Apr 2 - Apr 8, 1973",,Utah Stars (1),4,,San Diego Conquistadors (4),0,,,
803,1973,ABA,Eastern Div Finals,"Apr 11 - Apr 24, 1973",,Kentucky Colonels (2),4,,Carolina Cougars (1),3,,,
804,1973,ABA,Western Div Finals,"Apr 12 - Apr 21, 1973",,Indiana Pacers (2),4,,Utah Stars (1),2,,,
805,1973,ABA,Finals,"Apr 28 - May 12, 1973",,Indiana Pacers (2),4,,Kentucky Colonels (2),3,,,
806,,,,,,,,,,,,,
807,1972,NBA,Eastern Conf Semifinals,"Mar 29 - Apr 9, 1972",,Boston Celtics (1),4,,Atlanta Hawks (2),2,,,
808,1972,NBA,Eastern Conf Semifinals,"Mar 31 - Apr 11, 1972",,New York Knicks (2),4,,Baltimore Bullets (1),2,,,
809,1972,NBA,Western Conf Semifinals,"Mar 28 - Apr 4, 1972",,Los Angeles Lakers (1),4,,Chicago Bulls (2),0,,,
810,1972,NBA,Western Conf Semifinals,"Mar 28 - Apr 6, 1972",,Milwaukee Bucks (1),4,,Golden State Warriors (2),1,,,
811,1972,NBA,Eastern Conf Finals,"Apr 13 - Apr 23, 1972",,New York Knicks (2),4,,Boston Celtics (1),1,,,
812,1972,NBA,Western Conf Finals,"Apr 9 - Apr 22, 1972",,Los Angeles Lakers (1),4,,Milwaukee Bucks (1),2,,,
813,1972,NBA,Finals,"Apr 26 - May 7, 1972",,Los Angeles Lakers (1),4,,New York Knicks (2),1,,,
814,,,,,,,,,,,,,
815,1972,ABA,Eastern Div Semifinals,"Apr 1 - Apr 10, 1972",,New York Nets (3),4,,Kentucky Colonels (1),2,,,
816,1972,ABA,Eastern Div Semifinals,"Mar 31 - Apr 6, 1972",,Virginia Squires (2),4,,The Floridians (4),0,,,
817,1972,ABA,Western Div Semifinals,"Mar 31 - Apr 13, 1972",,Indiana Pacers (2),4,,Denver Rockets (4),3,,,
818,1972,ABA,Western Div Semifinals,"Apr 1 - Apr 7, 1972",,Utah Stars (1),4,,Dallas Chaparrals (3),0,,,
819,1972,ABA,Eastern Div Finals,"Apr 13 - May 4, 1972",,New York Nets (3),4,,Virginia Squires (2),3,,,
820,1972,ABA,Western Div Finals,"Apr 15 - May 1, 1972",,Indiana Pacers (2),4,,Utah Stars (1),3,,,
821,1972,ABA,Finals,"May 6 - May 20, 1972",,Indiana Pacers (2),4,,New York Nets (3),2,,,
822,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
823,1971,NBA,Eastern Conf Semifinals,"Mar 24 - Apr 4, 1971",,Baltimore Bullets (1),4,,Philadelphia 76ers (2),3,,,
824,1971,NBA,Eastern Conf Semifinals,"Mar 25 - Apr 1, 1971",,New York Knicks (1),4,,Atlanta Hawks (2),1,,,
825,1971,NBA,Western Conf Semifinals,"Mar 24 - Apr 6, 1971",,Los Angeles Lakers (1),4,,Chicago Bulls (2),3,,,
826,1971,NBA,Western Conf Semifinals,"Mar 27 - Apr 4, 1971",,Milwaukee Bucks (1),4,,San Francisco Warriors (2),1,,,
827,1971,NBA,Eastern Conf Finals,"Apr 6 - Apr 19, 1971",,Baltimore Bullets (1),4,,New York Knicks (1),3,,,
828,1971,NBA,Western Conf Finals,"Apr 9 - Apr 18, 1971",,Milwaukee Bucks (1),4,,Los Angeles Lakers (1),1,,,
829,1971,NBA,Finals,"Apr 21 - Apr 30, 1971",,Milwaukee Bucks (1),4,,Baltimore Bullets (1),0,,,
830,,,,,,,,,,,,,
831,1971,ABA,Western Div Tiebreak,-,,Texas Chaparrals,1,,Denver Rockets,0,,,
832,1971,ABA,Eastern Div Semifinals,"Apr 2 - Apr 12, 1971",,Kentucky Colonels (2),4,,The Floridians (4),2,,,
833,1971,ABA,Eastern Div Semifinals,"Apr 2 - Apr 10, 1971",,Virginia Squires (1),4,,New York Nets (3),2,,,
834,1971,ABA,Western Div Semifinals,"Apr 2 - Apr 7, 1971",,Indiana Pacers (1),4,,Memphis Pros (3),0,,,
835,1971,ABA,Western Div Semifinals,"Apr 2 - Apr 6, 1971",,Utah Stars (2),4,,Texas Chaparrals (4),0,,,
836,1971,ABA,Eastern Div Finals,"Apr 15 - Apr 24, 1971",,Kentucky Colonels (2),4,,Virginia Squires (1),2,,,
837,1971,ABA,Western Div Finals,"Apr 12 - Apr 28, 1971",,Utah Stars (2),4,,Indiana Pacers (1),3,,,
838,1971,ABA,Finals,"May 3 - May 18, 1971",,Utah Stars (2),4,,Kentucky Colonels (2),3,,,
839,,,,,,,,,,,,,
840,1970,NBA,Eastern Div Semifinals,"Mar 25 - Apr 3, 1970",,Milwaukee Bucks (2),4,,Philadelphia 76ers (4),1,,,
841,1970,NBA,Eastern Div Semifinals,"Mar 26 - Apr 6, 1970",,New York Knicks (1),4,,Baltimore Bullets (3),3,,,
842,1970,NBA,Western Div Semifinals,"Mar 25 - Apr 5, 1970",,Atlanta Hawks (1),4,,Chicago Bulls (3),1,,,
843,1970,NBA,Western Div Semifinals,"Mar 25 - Apr 9, 1970",,Los Angeles Lakers (2),4,,Phoenix Suns (4),3,,,
844,1970,NBA,Eastern Div Finals,"Apr 11 - Apr 20, 1970",,New York Knicks (1),4,,Milwaukee Bucks (2),1,,,
845,1970,NBA,Western Div Finals,"Apr 12 - Apr 19, 1970",,Los Angeles Lakers (2),4,,Atlanta Hawks (1),0,,,
846,1970,NBA,Finals,"Apr 24 - May 8, 1970",,New York Knicks (1),4,,Los Angeles Lakers (2),3,,,
847,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
848,1970,ABA,Eastern Div Semifinals,"Apr 18 - Apr 24, 1970",,Indiana Pacers (1),4,,Carolina Cougars (3),0,,,
849,1970,ABA,Eastern Div Semifinals,"Apr 17 - Apr 29, 1970",,Kentucky Colonels (2),4,,New York Nets (4),3,,,
850,1970,ABA,Western Div Semifinals,"Apr 17 - Apr 28, 1970",,Denver Rockets (1),4,,Washington Capitols (3),3,,,
851,1970,ABA,Western Div Semifinals,"Apr 17 - Apr 26, 1970",,Los Angeles Stars (4),4,,Dallas Chaparrals (2),2,,,
852,1970,ABA,Eastern Div Finals,"May 1 - May 6, 1970",,Indiana Pacers (1),4,,Kentucky Colonels (2),1,,,
853,1970,ABA,Western Div Finals,"Apr 30 - May 9, 1970",,Los Angeles Stars (4),4,,Denver Rockets (1),1,,,
854,1970,ABA,Finals,"May 15 - May 25, 1970",,Indiana Pacers (1),4,,Los Angeles Stars (4),2,,,
855,,,,,,,,,,,,,
856,1969,NBA,Eastern Div Semifinals,"Mar 26 - Apr 4, 1969",,Boston Celtics (4),4,,Philadelphia 76ers (2),1,,,
857,1969,NBA,Eastern Div Semifinals,"Mar 27 - Apr 2, 1969",,New York Knicks (3),4,,Baltimore Bullets (1),0,,,
858,1969,NBA,Western Div Semifinals,"Mar 27 - Apr 7, 1969",,Atlanta Hawks (2),4,,San Diego Rockets (4),2,,,
859,1969,NBA,Western Div Semifinals,"Mar 26 - Apr 5, 1969",,Los Angeles Lakers (1),4,,San Francisco Warriors (3),2,,,
860,1969,NBA,Eastern Div Finals,"Apr 6 - Apr 18, 1969",,Boston Celtics (4),4,,New York Knicks (3),2,,,
861,1969,NBA,Western Div Finals,"Apr 11 - Apr 20, 1969",,Los Angeles Lakers (1),4,,Atlanta Hawks (2),1,,,
862,1969,NBA,Finals,"Apr 23 - May 5, 1969",,Boston Celtics (4),4,,Los Angeles Lakers (1),3,,,
863,,,,,,,,,,,,,
864,1969,ABA,Eastern Div Semifinals,"Apr 8 - Apr 17, 1969",,Indiana Pacers (1),4,,Kentucky Colonels (3),3,,,
865,1969,ABA,Eastern Div Semifinals,"Apr 7 - Apr 19, 1969",,Miami Floridians (2),4,,Minnesota Pipers (4),3,,,
866,1969,ABA,Western Div Semifinals,"Apr 5 - Apr 17, 1969",,New Orleans Buccaneers (2),4,,Dallas Chaparrals (4),3,,,
867,1969,ABA,Western Div Semifinals,"Apr 5 - Apr 16, 1969",,Oakland Oaks (1),4,,Denver Rockets (3),3,,,
868,1969,ABA,Eastern Div Finals,"Apr 20 - Apr 26, 1969",,Indiana Pacers (1),4,,Miami Floridians (2),1,,,
869,1969,ABA,Western Div Finals,"Apr 19 - Apr 25, 1969",,Oakland Oaks (1),4,,New Orleans Buccaneers (2),0,,,
870,1969,ABA,Finals,"Apr 30 - May 7, 1969",,Oakland Oaks (1),4,,Indiana Pacers (1),1,,,
871,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
872,1968,NBA,Eastern Div Semifinals,"Mar 24 - Apr 1, 1968",,Boston Celtics (2),4,,Detroit Pistons (4),2,,,
873,1968,NBA,Eastern Div Semifinals,"Mar 22 - Apr 1, 1968",,Philadelphia 76ers (1),4,,New York Knicks (3),2,,,
874,1968,NBA,Western Div Semifinals,"Mar 24 - Mar 31, 1968",,Los Angeles Lakers (2),4,,Chicago Bulls (4),1,,,
875,1968,NBA,Western Div Semifinals,"Mar 22 - Apr 2, 1968",,San Francisco Warriors (3),4,,St. Louis Hawks (1),2,,,
876,1968,NBA,Eastern Div Finals,"Apr 5 - Apr 19, 1968",,Boston Celtics (2),4,,Philadelphia 76ers (1),3,,,
877,1968,NBA,Western Div Finals,"Apr 5 - Apr 13, 1968",,Los Angeles Lakers (2),4,,San Francisco Warriors (3),0,,,
878,1968,NBA,Finals,"Apr 21 - May 2, 1968",,Boston Celtics (2),4,,Los Angeles Lakers (2),2,,,
879,,,,,,,,,,,,,
880,1968,ABA,Eastern Div Semifinals,"Mar 24 - Mar 30, 1968",,Minnesota Muskies (2),3,,Kentucky Colonels (4),2,,,
881,1968,ABA,Eastern Div Semifinals,"Mar 25 - Mar 27, 1968",,Pittsburgh Pipers (1),3,,Indiana Pacers (3),0,,,
882,1968,ABA,Western Div Semifinals,"Mar 23 - Mar 26, 1968",,Dallas Chaparrals (2),3,,Houston Mavericks (4),0,,,
883,1968,ABA,Western Div Semifinals,"Mar 26 - Apr 3, 1968",,New Orleans Buccaneers (1),3,,Denver Rockets (3),2,,,
884,1968,ABA,Eastern Div Finals,"Apr 4 - Apr 14, 1968",,Pittsburgh Pipers (1),4,,Minnesota Muskies (2),1,,,
885,1968,ABA,Western Div Finals,"Apr 5 - Apr 13, 1968",,New Orleans Buccaneers (1),4,,Dallas Chaparrals (2),1,,,
886,1968,ABA,Finals,"Apr 18 - May 4, 1968",,Pittsburgh Pipers (1),4,,New Orleans Buccaneers (1),3,,,
887,,,,,,,,,,,,,
888,1967,NBA,Eastern Div Semifinals,"Mar 21 - Mar 28, 1967",,Boston Celtics (2),3,,New York Knicks (4),1,,,
889,1967,NBA,Eastern Div Semifinals,"Mar 21 - Mar 25, 1967",,Philadelphia 76ers (1),3,,Cincinnati Royals (3),1,,,
890,1967,NBA,Western Div Semifinals,"Mar 21 - Mar 26, 1967",,San Francisco Warriors (1),3,,Los Angeles Lakers (3),0,,,
891,1967,NBA,Western Div Semifinals,"Mar 21 - Mar 25, 1967",,St. Louis Hawks (2),3,,Chicago Bulls (4),0,,,
892,1967,NBA,Eastern Div Finals,"Mar 31 - Apr 11, 1967",,Philadelphia 76ers (1),4,,Boston Celtics (2),1,,,
893,1967,NBA,Western Div Finals,"Mar 30 - Apr 12, 1967",,San Francisco Warriors (1),4,,St. Louis Hawks (2),2,,,
894,1967,NBA,Finals,"Apr 14 - Apr 24, 1967",,Philadelphia 76ers (1),4,,San Francisco Warriors (1),2,,,
895,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
896,1966,NBA,Eastern Div Semifinals,"Mar 23 - Apr 1, 1966",,Boston Celtics (2),3,,Cincinnati Royals (3),2,,,
897,1966,NBA,Western Div Semifinals,"Mar 24 - Mar 30, 1966",,St. Louis Hawks (3),3,,Baltimore Bullets (2),0,,,
898,1966,NBA,Eastern Div Finals,"Apr 3 - Apr 12, 1966",,Boston Celtics (2),4,,Philadelphia 76ers (1),1,,,
899,1966,NBA,Western Div Finals,"Apr 1 - Apr 15, 1966",,Los Angeles Lakers (1),4,,St. Louis Hawks (3),3,,,
900,1966,NBA,Finals,"Apr 17 - Apr 28, 1966",,Boston Celtics (2),4,,Los Angeles Lakers (1),3,,,
901,,,,,,,,,,,,,
902,1965,NBA,Eastern Div Semifinals,"Mar 24 - Mar 31, 1965",,Philadelphia 76ers (3),3,,Cincinnati Royals (2),1,,,
903,1965,NBA,Western Div Semifinals,"Mar 24 - Mar 30, 1965",,Baltimore Bullets (3),3,,St. Louis Hawks (2),1,,,
904,1965,NBA,Eastern Div Finals,"Apr 4 - Apr 15, 1965",,Boston Celtics (1),4,,Philadelphia 76ers (3),3,,,
905,1965,NBA,Western Div Finals,"Apr 3 - Apr 13, 1965",,Los Angeles Lakers (1),4,,Baltimore Bullets (3),2,,,
906,1965,NBA,Finals,"Apr 18 - Apr 25, 1965",,Boston Celtics (1),4,,Los Angeles Lakers (1),1,,,
907,,,,,,,,,,,,,
908,1964,NBA,Eastern Div Semifinals,"Mar 22 - Mar 29, 1964",,Cincinnati Royals (2),3,,Philadelphia 76ers (3),2,,,
909,1964,NBA,Western Div Semifinals,"Mar 21 - Mar 30, 1964",,St. Louis Hawks (2),3,,Los Angeles Lakers (3),2,,,
910,1964,NBA,Eastern Div Finals,"Mar 31 - Apr 9, 1964",,Boston Celtics (1),4,,Cincinnati Royals (2),1,,,
911,1964,NBA,Western Div Finals,"Apr 1 - Apr 16, 1964",,San Francisco Warriors (1),4,,St. Louis Hawks (2),3,,,
912,1964,NBA,Finals,"Apr 18 - Apr 26, 1964",,Boston Celtics (1),4,,San Francisco Warriors (1),1,,,
913,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
914,1963,NBA,Eastern Div Semifinals,"Mar 19 - Mar 26, 1963",,Cincinnati Royals (3),3,,Syracuse Nationals (2),2,,,
915,1963,NBA,Western Div Semifinals,"Mar 20 - Mar 26, 1963",,St. Louis Hawks (2),3,,Detroit Pistons (3),1,,,
916,1963,NBA,Eastern Div Finals,"Mar 28 - Apr 10, 1963",,Boston Celtics (1),4,,Cincinnati Royals (3),3,,,
917,1963,NBA,Western Div Finals,"Mar 31 - Apr 11, 1963",,Los Angeles Lakers (1),4,,St. Louis Hawks (2),3,,,
918,1963,NBA,Finals,"Apr 14 - Apr 24, 1963",,Boston Celtics (1),4,,Los Angeles Lakers (1),2,,,
919,,,,,,,,,,,,,
920,1962,NBA,Eastern Div Semifinals,"Mar 16 - Mar 22, 1962",,Philadelphia Warriors (2),3,,Syracuse Nationals (3),2,,,
921,1962,NBA,Western Div Semifinals,"Mar 16 - Mar 20, 1962",,Detroit Pistons (3),3,,Cincinnati Royals (2),1,,,
922,1962,NBA,Eastern Div Finals,"Mar 24 - Apr 5, 1962",,Boston Celtics (1),4,,Philadelphia Warriors (2),3,,,
923,1962,NBA,Western Div Finals,"Mar 24 - Apr 3, 1962",,Los Angeles Lakers (1),4,,Detroit Pistons (3),2,,,
924,1962,NBA,Finals,"Apr 7 - Apr 18, 1962",,Boston Celtics (1),4,,Los Angeles Lakers (1),3,,,
925,,,,,,,,,,,,,
926,1961,NBA,Eastern Div Semifinals,"Mar 14 - Mar 18, 1961",,Syracuse Nationals (3),3,,Philadelphia Warriors (2),0,,,
927,1961,NBA,Western Div Semifinals,"Mar 14 - Mar 19, 1961",,Los Angeles Lakers (2),3,,Detroit Pistons (3),2,,,
928,1961,NBA,Eastern Div Finals,"Mar 19 - Mar 26, 1961",,Boston Celtics (1),4,,Syracuse Nationals (3),1,,,
929,1961,NBA,Western Div Finals,"Mar 21 - Apr 1, 1961",,St. Louis Hawks (1),4,,Los Angeles Lakers (2),3,,,
930,1961,NBA,Finals,"Apr 2 - Apr 11, 1961",,Boston Celtics (1),4,,St. Louis Hawks (1),1,,,
931,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
932,1960,NBA,Eastern Div Semifinals,"Mar 11 - Mar 14, 1960",,Philadelphia Warriors (2),2,,Syracuse Nationals (3),1,,,
933,1960,NBA,Western Div Semifinals,"Mar 12 - Mar 13, 1960",,Minneapolis Lakers (3),2,,Detroit Pistons (2),0,,,
934,1960,NBA,Eastern Div Finals,"Mar 16 - Mar 24, 1960",,Boston Celtics (1),4,,Philadelphia Warriors (2),2,,,
935,1960,NBA,Western Div Finals,"Mar 16 - Mar 26, 1960",,St. Louis Hawks (1),4,,Minneapolis Lakers (3),3,,,
936,1960,NBA,Finals,"Mar 27 - Apr 9, 1960",,Boston Celtics (1),4,,St. Louis Hawks (1),3,,,
937,,,,,,,,,,,,,
938,1959,NBA,Eastern Div Semifinals,"Mar 13 - Mar 15, 1959",,Syracuse Nationals (3),2,,New York Knicks (2),0,,,
939,1959,NBA,Western Div Semifinals,"Mar 14 - Mar 18, 1959",,Minneapolis Lakers (2),2,,Detroit Pistons (3),1,,,
940,1959,NBA,Eastern Div Finals,"Mar 18 - Apr 1, 1959",,Boston Celtics (1),4,,Syracuse Nationals (3),3,,,
941,1959,NBA,Western Div Finals,"Mar 21 - Mar 29, 1959",,Minneapolis Lakers (2),4,,St. Louis Hawks (1),2,,,
942,1959,NBA,Finals,"Apr 4 - Apr 9, 1959",,Boston Celtics (1),4,,Minneapolis Lakers (2),0,,,
943,,,,,,,,,,,,,
944,1958,NBA,Eastern Div Semifinals,"Mar 15 - Mar 18, 1958",,Philadelphia Warriors (3),2,,Syracuse Nationals (2),1,,,
945,1958,NBA,Western Div Semifinals,"Mar 15 - Mar 16, 1958",,Detroit Pistons (2),2,,Cincinnati Royals (3),0,,,
946,1958,NBA,Eastern Div Finals,"Mar 19 - Mar 27, 1958",,Boston Celtics (1),4,,Philadelphia Warriors (3),1,,,
947,1958,NBA,Western Div Finals,"Mar 19 - Mar 27, 1958",,St. Louis Hawks (1),4,,Detroit Pistons (2),1,,,
948,1958,NBA,Finals,"Mar 29 - Apr 12, 1958",,St. Louis Hawks (1),4,,Boston Celtics (1),2,,,
949,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
950,1957,NBA,Western Div Tiebreak,-,,St. Louis Hawks,1,,Fort Wayne Pistons,0,,,
951,1957,NBA,Western Div Tiebreak,-,,St. Louis Hawks,1,,Minneapolis Lakers,0,,,
952,1957,NBA,Eastern Div Semifinals,"Mar 16 - Mar 18, 1957",,Syracuse Nationals (2),2,,Philadelphia Warriors (3),0,,,
953,1957,NBA,Western Div Semifinals,"Mar 17 - Mar 19, 1957",,Minneapolis Lakers (2),2,,Fort Wayne Pistons (3),0,,,
954,1957,NBA,Eastern Div Finals,"Mar 21 - Mar 24, 1957",,Boston Celtics (1),3,,Syracuse Nationals (2),0,,,
955,1957,NBA,Western Div Finals,"Mar 21 - Mar 25, 1957",,St. Louis Hawks (1),3,,Minneapolis Lakers (2),0,,,
956,1957,NBA,Finals,"Mar 30 - Apr 13, 1957",,Boston Celtics (1),4,,St. Louis Hawks (1),3,,,
957,,,,,,,,,,,,,
958,1956,NBA,Eastern Div 3rd Place Tiebreak,-,,Syracuse Nationals,1,,New York Knicks,0,,,
959,1956,NBA,Western Div 2nd Place Tiebreak,-,,Minneapolis Lakers,1,,St. Louis Hawks,0,,,
960,1956,NBA,Eastern Div Semifinals,"Mar 17 - Mar 21, 1956",,Syracuse Nationals (3),2,,Boston Celtics (2),1,,,
961,1956,NBA,Western Div Semifinals,"Mar 17 - Mar 21, 1956",,St. Louis Hawks (3),2,,Minneapolis Lakers (2),1,,,
962,1956,NBA,Eastern Div Finals,"Mar 23 - Mar 29, 1956",,Philadelphia Warriors (1),3,,Syracuse Nationals (3),2,,,
963,1956,NBA,Western Div Finals,"Mar 22 - Mar 29, 1956",,Fort Wayne Pistons (1),3,,St. Louis Hawks (3),2,,,
964,1956,NBA,Finals,"Mar 31 - Apr 7, 1956",,Philadelphia Warriors (1),4,,Fort Wayne Pistons (1),1,,,
965,,,,,,,,,,,,,
966,1955,NBA,Eastern Div Semifinals,"Mar 15 - Mar 19, 1955",,Boston Celtics (3),2,,New York Knicks (2),1,,,
967,1955,NBA,Western Div Semifinals,"Mar 16 - Mar 19, 1955",,Minneapolis Lakers (2),2,,Rochester Royals (3),1,,,
968,1955,NBA,Eastern Div Finals,"Mar 22 - Mar 27, 1955",,Syracuse Nationals (1),3,,Boston Celtics (3),1,,,
969,1955,NBA,Western Div Finals,"Mar 20 - Mar 27, 1955",,Fort Wayne Pistons (1),3,,Minneapolis Lakers (2),1,,,
970,1955,NBA,Finals,"Mar 31 - Apr 10, 1955",,Syracuse Nationals (1),4,,Fort Wayne Pistons (1),3,,,
971,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
